Unnamed: 0,agent,group,model,AS_fit,DB_fit,VS_fit,SG_fit,lambda,beta,tau,gamma,alpha,eps_soc,lambda_fit,beta_fit,tau_fit,par_fit
35550,2.0,74.0,AS,37.881417074233546,35.81945929778132,54.65023209843276,33.71902511113676,0.3821292921115036,0.6596610237865446,0.0019764843793112,0.0,0.0,0.0,0.3587847600524887,0.5734060101455765,0.001273987011177782,
35565,3.0,74.0,AS,16.347807277752363,17.046986661566347,18.50659361692077,16.676577133063233,0.4372601312208419,0.2551604809721191,0.0045085577022609,0.0,0.0,0.0,0.4286634205283585,0.25213775789981185,0.004557505677860597,
36000,0.0,75.0,AS,56.823640737261485,57.1219345850186,58.30988628377488,56.980710749603546,0.2435023881122626,0.3485826001795217,0.0176502081422705,0.0,0.0,0.0,0.05039149110315025,0.3551216127552269,0.016420677430283012,
36015,1.0,75.0,VS,65.22325296177166,64.24514491152186,46.25269442587597,64.49177259745703,0.3012640464536461,0.5926412905692128,0.0271457769254217,0.0,0.6391476976568441,0.0,0.22260310904950498,0.6057591476032882,0.024671461943515625,0.5911511330703654
36030,2.0,75.0,SG,92.23258552894636,76.67699219391987,66.4298048864833,58.5374449545357,0.3647443280974471,0.3898940029566966,0.0296570893356238,0.0,0.0,0.3293794233213126,0.37558973317237565,0.3602454888229568,0.03176833120546522,0.08927509399682682
36045,3.0,75.0,AS,65.14375835999398,65.07866870022916,66.12684159310021,64.9835785210584,0.4154756510265517,0.5018912339522936,0.0147418428590224,0.0,0.0,0.0,0.33097681065289036,1.3811760753097042,0.003205718998527813,
36480,0.0,76.0,AS,66.31883124322327,66.24273211682075,66.3925394032565,66.41155107011673,0.17815060587509,1.032067824024942,0.0070559710562434,0.0,0.0,0.0,0.06964639339220711,4.382351651063205,0.03320033780557455,
36495,1.0,76.0,SG,60.06145947945593,59.32301892599954,62.06125348669882,54.55540042463392,0.404518704021279,0.3395565470983149,0.0259686974432974,0.0,0.0,3.2439629253269526,0.39858549357474626,0.35822808982076354,0.02161565677951882,4.8578857817227945
36510,2.0,76.0,DB,45.732596861574,37.93115482028551,48.70252131248815,45.9690177983724,0.5920783003167325,0.2693228603326943,0.0161905917358068,0.3749675647303965,0.0,0.0,0.5354897608294098,0.2988661097856458,0.013238710253505974,0.36934971978798503
36525,3.0,76.0,VS,43.1632957847837,38.48777868132655,33.19244473472358,37.89785167981597,0.2247008926391887,0.364795583077191,0.0032273866050831,0.0,0.2524558334672167,0.0,0.08559241226789246,0.3429367171653448,0.006474041112613621,0.20300086142973728
36960,0.0,77.0,DB,63.719079171231925,54.04160805333798,61.67411236947147,63.443979189459824,0.2005955448165886,0.4208239034106771,0.0049608906784125,0.8062075535692724,0.0,0.0,0.03848042178164262,0.39650231128462676,0.002353969772345514,0.7691954256292155
36975,1.0,77.0,AS,32.84086713438145,33.30637976437156,52.52643692657381,32.261204705959955,0.6660143843982391,0.1895705731188348,0.0103321392980947,0.0,0.0,0.0,0.6296894937265802,0.2016781123512949,0.009418184961416172,
36990,2.0,77.0,VS,17.864763587256867,17.36891488171124,69.14003190025062,81.60154057280538,0.3263112415773525,0.3145448409355673,0.0142256350657083,0.0,0.1731740160424789,0.0,0.08260500163639865,0.20383730083674723,0.022572700203272705,0.07142857142857141
37005,3.0,77.0,VS,48.199686834470754,34.584068664849575,25.21948115665874,48.23115212372336,0.4358260294530956,0.4326739859420693,0.0085526762649347,0.0,0.9250141891882538,0.0,0.7639422386971778,0.2779039802195188,0.04625365638426121,0.7187316227178102
37440,0.0,78.0,VS,64.51928706736506,63.63594574130572,54.49479896486056,61.67377576037103,0.3653621362062494,0.5636263152772685,0.0168332610460961,0.0,0.3157764736656562,0.0,0.43388305261389803,0.6117354484457581,0.02321245185797545,0.47222229155703654
37455,1.0,78.0,SG,54.27440046691402,54.47629672325058,44.10540039307793,11.691474770505316,0.5317212615543907,0.7153871032525081,0.0034075124373894,0.0,0.0,0.0998714196789238,0.5365338522761685,0.8675543514266891,0.003083638103237014,0.07768985483665874
37470,2.0,78.0,SG,66.23470146745308,66.28376641550554,64.27742144327166,64.69358581629544,0.2967401701320802,0.8235088784677779,0.070306197790947,0.0,0.0,1.0887110890189462,0.48333676406543924,1.247286997147823,0.0931140676129211,0.8154883836599472
37485,3.0,78.0,AS,18.106512697278585,18.76952216332088,24.047037315060784,18.200997134178028,0.7924825123549523,0.4383443003560411,0.0025525239466889,0.0,0.0,0.0,0.7526666544936019,0.5236710037891203,0.00232618397919661,
37920,0.0,79.0,SG,55.61922734386935,55.62843713877498,59.89050498148737,50.85551527064949,0.500321908501986,0.5342287979364426,0.0161349584026045,0.0,0.0,1.8452544153699255,0.5121153608477619,0.49598483921497105,0.017616533739967,1.8139482108710747
37935,1.0,79.0,DB,54.97378832576796,35.09511811188498,53.844261578468405,53.813235650093056,0.2962259846265119,0.1551984253217786,0.0015562745831186,0.5625081116235499,0.0,0.0,0.2824968397342538,0.1451267111593513,0.0005530843701478336,0.5257049986175333
37950,2.0,79.0,SG,20.017827153646703,19.498872191482505,20.288397305538336,17.110231486208164,0.2609636427460211,0.227626178483135,0.0077985405319281,0.0,0.0,9.771039142961738,0.11314739241287033,0.21098103018203096,0.009867189566932232,8.78510840318626
37965,3.0,79.0,AS,66.23639976394855,66.28782015087378,66.40680964546642,66.27318203676292,0.2530641574262662,0.5754514905282717,0.0099573708779281,0.0,0.0,0.0,0.048623866275625344,2.4966834231952433,0.015928089198837286,
38400,0.0,80.0,AS,62.51006957055634,62.50925092356852,64.0188143366384,62.66587691218211,0.4231464799256336,0.4119504243928868,0.0120891511889282,0.0,0.0,0.0,0.35516342459445016,0.43407213952583107,0.004329570813660392,
38415,1.0,80.0,VS,66.89480367043811,66.66398777411548,60.78211855232333,66.27047500588957,0.3002572767940058,0.5047178570452778,0.0274685810675999,0.0,0.2507153277296814,0.0,0.07207200889350407,0.5833021065664186,0.03087849126633479,0.3741141961283694
38430,2.0,80.0,DB,63.81440244572512,61.51842148063012,63.65375180604694,63.65149748034568,0.5146031284479812,0.5136780745058269,0.0257566679651787,0.6079227418824809,0.0,0.0,0.47317827509023974,0.5204689231510198,0.017209529419326082,0.5800949792769377
38445,3.0,80.0,VS,42.17602023084921,42.42227905860349,33.814393596515416,41.88428565794746,0.5181594404057625,0.4288409683811193,0.0073669188301645,0.0,0.1844539442817917,0.0,0.46370481292824284,0.4480066927436379,0.0048228569688097845,0.09668028274694603
38880,0.0,81.0,AS,29.95015199175837,30.42243504255961,34.53936009090529,29.94642777663089,0.3779771471254175,0.1645409239344415,0.0162743927278733,0.0,0.0,0.0,0.11551622898253036,0.15220952595312293,0.019060662694155406,
38895,1.0,81.0,AS,13.708098731553786,14.239236190399918,39.80807947983688,14.56655447855634,0.7145120380411366,0.3214955472258147,0.0030611787633056,0.0,0.0,0.0,0.712747220442898,0.32825883111782106,0.0027638672564338504,
38910,2.0,81.0,SG,65.48342235486341,67.608534154841,67.06242021751136,56.59974294708936,0.3275336746009009,0.4673131525142495,0.0084110643073591,0.0,0.0,3.489819014407387,0.1780709218941922,0.45316871104824996,0.010528987389930917,3.4748109721748794
38925,3.0,81.0,VS,37.85698115612757,31.261583497561386,19.855542133009894,30.92624780342493,0.5565854795290318,0.2118261192940215,0.0200499426929747,0.0,0.8273863674083255,0.0,0.6235212862973627,0.04484524689053071,0.04487446291966561,0.535199834056954
39360,0.0,82.0,DB,63.78091165661746,56.90931943018005,62.29493895662686,63.5938634100024,0.5214724987783523,0.3889571575835399,0.0194155738519118,0.477882406864288,0.0,0.0,0.5430415257151888,0.3710553892533894,0.02450394944383845,0.574039749259151
39375,1.0,82.0,DB,64.55103214578716,50.30388929101743,65.19545312307028,64.88952350722806,0.4916486805829952,1.8517831540495169,0.0075357052155458,0.7136424356139534,0.0,0.0,0.5649719502897577,0.7927094022370147,0.013103062123722316,0.7141724189712497
