"","X","group","agent","trial","round","scaling","choice","isRandom","reward","payoff","rescaled","env","search_dist","soc_sd1","soc_sd2","soc_sd3","soc_sd","soc_rew1","soc_rew2","soc_rew3","soc_rew","prev_rew","RT_server","soc_choice1","soc_choice2","soc_choice3"
"1611",1611,24,1,5,3,78,110,0,0.4512,44,39,33,9,6.70820393249937,5.3851648071345,5.3851648071345,5.82617784892279,0.859,0.7806,0.4002,0.679933333333333,0.5392,3731,47,57,57
"1612",1612,24,1,6,3,78,41,0,0.677,66,56,33,10.6301458127346,4.12310562561766,6.70820393249937,4.47213595499958,5.1011485043722,0.8737,0.6241,0.6885,0.728766666666667,0.4512,3163,48,68,15
"1613",1613,24,1,7,3,78,65,0,0.5244,51,45,33,2.82842712474619,5.09901951359278,7,9.21954445729289,7.10618799029522,0.7742,0.6429,0.7877,0.734933333333333,0.677,2805,49,58,34
"1614",1614,24,1,8,3,78,7,0,0.8294,83,70,33,5.8309518948453,5.8309518948453,7.21110255092798,5,6.01401814859109,0.7295,0.7112,0.6532,0.697966666666667,0.5244,2856,59,45,48
"1615",1615,24,1,9,3,78,8,0,0.72,71,60,33,1,5,7.21110255092798,5.3851648071345,5.86542245268749,0.8677,0.7981,0.8682,0.844666666666667,0.8294,2922,37,46,25
"1616",1616,24,1,10,3,78,6,0,0.8908,87,73,33,2,2.82842712474619,5.65685424949238,3.16227766016838,3.88251967813565,0.7519,0.7981,0.7841,0.778033333333333,0.72,2719,26,46,14
"1617",1617,24,1,11,3,78,5,0,0.8914,90,75,33,1,1,5,3.60555127546399,3.20185042515466,0.5382,0.7981,0.878,0.7381,0.8908,3335,16,46,24
"1618",1618,24,1,12,3,78,4,0,0.8373,84,71,33,1,3.16227766016838,4.47213595499958,3.60555127546399,3.74665496354398,0.7931,0.7981,0.805,0.798733333333333,0.8914,3117,38,46,35
"1619",1619,24,1,13,3,78,3,0,0.757,76,64,33,1,2,4.12310562561766,3.16227766016838,3.09512776192868,0.6267,0.7981,0.7381,0.720966666666667,0.8373,3600,25,46,37
"1620",1620,24,1,14,3,78,16,0,0.9882,100,83,33,2.23606797749979,2.23606797749979,4.24264068711928,1.4142135623731,2.63097407566406,0.5403,0.7981,0.755,0.6978,0.757,3548,7,46,26
"1621",1621,24,1,0,4,68,60,1,0.4017,41,33,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1622",1622,24,1,1,4,68,15,0,0.1718,17,17,5,4.12310562561766,6.40312423743285,5.65685424949238,9.48683298050514,7.18227048914346,0.354,0.5177,0.7387,0.5368,0.4017,1347,66,55,111
"1623",1623,24,1,2,4,68,109,0,0.2966,28,24,5,10,7.07106781186548,10.6301458127346,7.07106781186548,8.25742714548853,0.9628,0.2761,0.9018,0.713566666666667,0.1718,3626,113,24,91
"1624",1624,24,1,3,4,68,33,0,0.6189,63,48,5,11.6619037896906,8.06225774829855,6.70820393249937,5.65685424949238,6.80910531009677,0.904,0.8421,0.7035,0.816533333333333,0.2966,3099,114,102,81
"1625",1625,24,1,4,4,68,77,0,0.6089,62,47,5,4,3.60555127546399,4.12310562561766,2,3.24288563369388,0.9412,0.6459,0.6389,0.742,0.6189,2724,112,92,79
"1626",1626,24,1,5,4,68,21,0,0.4665,45,36,5,11.6619037896906,10.6301458127346,10.816653826392,10,10.4822665463755,0.982,0.8295,0.9124,0.907966666666667,0.6089,2832,102,114,103
"1627",1627,24,1,6,4,68,87,0,0.0872,8,10,5,6,7.07106781186548,8.54400374531753,5.09901951359278,6.90469702359193,0.9611,1,0.5687,0.843266666666667,0.4665,3514,91,112,93
"1628",1628,24,1,7,4,68,110,0,0.7032,71,53,5,10.4403065089106,4.24264068711928,1,2.23606797749979,2.49290288820636,0.8814,0.993,0.9585,0.9443,0.0872,2759,80,111,101
"1629",1629,24,1,8,4,68,111,0,0.6696,66,50,5,1,3.16227766016838,1.4142135623731,1,1.85883040751382,0.8654,0.9122,0.8081,0.8619,0.7032,3499,103,101,100
"1630",1630,24,1,9,4,68,0,0,0.2207,23,21,5,10.0498756211209,9.21954445729289,10.4403065089106,10.4403065089106,10.033385825038,1,0.9268,0.9467,0.957833333333333,0.6696,2837,101,113,113
"1631",1631,24,1,10,4,68,91,0,1,99,72,5,8.54400374531753,2.23606797749979,2.23606797749979,1,1.82404531833319,0.8778,1,1,0.959266666666667,0.2207,3318,100,112,102
"1632",1632,24,1,11,4,68,92,0,0.8425,83,61,5,1,1.4142135623731,2.82842712474619,2.82842712474619,2.35702260395516,0.7967,1,0.8928,0.8965,1,3269,104,112,112
"1633",1633,24,1,12,4,68,80,0,0.9289,92,68,5,1.4142135623731,3.60555127546399,3.16227766016838,3.16227766016838,3.31003553193358,0.9176,1,0.9226,0.946733333333333,0.8425,3749,115,112,114
"1634",1634,24,1,13,4,68,102,0,0.8981,90,66,5,2,3.16227766016838,1.4142135623731,1.4142135623731,1.99690159497152,0.9744,1,0.8278,0.934066666666667,0.9289,4328,116,112,90
"1635",1635,24,1,14,4,68,90,0,0.926,94,69,5,1.4142135623731,5.3851648071345,2,2,3.12838826904484,0.9285,1,0.8359,0.921466666666667,0.8981,3717,117,112,92
"1636",1636,24,1,0,5,79,49,1,0.5209,53,47,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1637",1637,24,1,1,5,79,87,0,0.7275,73,63,1,5.8309518948453,10.0498756211209,6.08276253029822,8,8.0442127171397,0.4917,0.1292,0.1545,0.258466666666667,0.5209,1357,66,92,79
"1638",1638,24,1,2,5,79,98,0,0.7201,71,61,1,1,2,9.48683298050514,6.70820393249937,6.06501230433484,0.1375,0.612,0.807,0.518833333333333,0.7275,3733,120,56,29
"1639",1639,24,1,3,5,79,76,0,0.7081,70,60,1,2,1,5,5.3851648071345,3.7950549357115,0.311,0.8467,0.7714,0.643033333333333,0.7201,4491,65,29,19
"1640",1640,24,1,4,5,79,86,0,0.4755,47,42,1,1.4142135623731,5.3851648071345,6.32455532033676,5,5.56990670915709,0.7482,0.9499,0.8108,0.8363,0.7081,3743,29,18,39
"1641",1641,24,1,5,5,79,109,0,0.7126,72,62,1,2.23606797749979,8.24621125123532,8.24621125123532,7.07106781186548,7.85449677144537,0.8377,0.9205,0.6112,0.7898,0.4755,3600,19,19,49
"1642",1642,24,1,6,5,79,65,0,0.6603,65,56,1,4,3.60555127546399,5.8309518948453,3.16227766016838,4.19959361015922,0.7291,0.89,0.715,0.778033333333333,0.7126,3019,30,7,51
"1643",1643,24,1,7,5,79,120,0,0.6975,70,60,1,5,9.48683298050514,9.8488578017961,9.4339811320566,9.58989063811928,0.7136,0.9054,0.8362,0.8184,0.6603,3097,18,17,27
"1644",1644,24,1,8,5,79,10,0,0.8464,84,71,1,10,3,3.16227766016838,6.08276253029822,4.08168006348887,0.6478,0.9499,0.7374,0.778366666666667,0.6975,2843,7,18,15
"1645",1645,24,1,9,5,79,9,0,0.8641,85,72,1,1,1,2.23606797749979,5.8309518948453,3.02233995744836,0.917,0.9499,0.7774,0.881433333333333,0.8464,3459,20,18,37
"1646",1646,24,1,10,5,79,8,0,0.8196,82,70,1,1,2.23606797749979,1.4142135623731,2.23606797749979,1.96211650579089,0.8566,0.9499,0.7594,0.8553,0.8641,3559,21,18,17
"1647",1647,24,1,11,5,79,7,0,0.6945,68,59,1,1,3.60555127546399,1,2.23606797749979,2.28053975098793,0.7,0.9499,0.8324,0.827433333333333,0.8196,3701,32,18,28
"1648",1648,24,1,12,5,79,21,0,0.6934,70,60,1,3.16227766016838,1,3,5.3851648071345,3.12838826904484,0.9381,0.9499,0.7902,0.892733333333333,0.6945,3483,10,18,38
"1649",1649,24,1,13,5,79,20,0,0.7474,73,63,1,1,1,2,2.82842712474619,1.94280904158206,1,0.9499,0.8042,0.918033333333333,0.6934,2890,9,18,40
"1650",1650,24,1,14,5,79,19,0,0.736,72,62,1,1,1,1,2,1.33333333333333,0.8676,0.9499,0.7887,0.868733333333333,0.7474,2739,8,18,41
"1651",1651,24,1,0,6,71,68,1,0.457,46,38,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1652",1652,24,1,1,6,71,52,0,0.7854,78,60,18,6.32455532033676,6.08276253029822,4.47213595499958,7.81024967590665,6.12171605373482,0.5923,0.3034,0.4697,0.455133333333333,0.457,2417,117,98,101
"1653",1653,24,1,2,6,71,9,0,0.1317,15,16,18,4.12310562561766,7.07106781186548,4.24264068711928,10,7.10456949966159,0.2361,0.6852,0.6841,0.535133333333333,0.7854,5040,13,39,67
"1654",1654,24,1,3,6,71,64,0,0.8878,90,69,18,5,2.82842712474619,2.82842712474619,7.61577310586391,4.4242091184521,0.629,0.702,0.2945,0.541833333333333,0.1317,3328,40,40,24
"1655",1655,24,1,4,6,71,75,0,0.8152,81,63,18,1,4.12310562561766,2.23606797749979,3.16227766016838,3.17381708776194,0.4947,0.8844,0.7532,0.710766666666667,0.8878,3375,30,52,83
"1656",1656,24,1,5,6,71,65,0,0.7993,82,63,18,1.4142135623731,1,2,2.82842712474619,1.94280904158206,0.8921,0.9831,0.713,0.862733333333333,0.8152,4650,64,63,85
"1657",1657,24,1,6,6,71,76,0,0.6262,62,49,18,1,1,2,4.12310562561766,2.37436854187255,0.9942,0.9106,0.4761,0.793633333333333,0.7993,3820,75,74,61
"1658",1658,24,1,7,6,71,53,0,0.7514,75,58,18,2.23606797749979,0,1,6.70820393249937,2.56940131083312,0.7371,0.7844,1,0.8405,0.6262,3222,53,64,116
"1659",1659,24,1,8,6,71,54,0,0.7978,82,63,18,1,3.16227766016838,3.16227766016838,6.70820393249937,4.34425308427871,0.974,1,0.9308,0.968266666666667,0.7514,3240,86,62,117
"1660",1660,24,1,9,6,71,63,0,0.9991,101,77,18,2.23606797749979,3.16227766016838,0,5.8309518948453,2.99774318500456,0.9039,0.9831,0.9385,0.941833333333333,0.7978,4178,97,63,115
"1661",1661,24,1,10,6,71,62,0,1,99,75,18,1,4.47213595499958,1,4.12310562561766,3.19841386020575,0.9003,0.9831,0.9661,0.949833333333333,0.9991,3879,108,63,105
"1662",1662,24,1,11,6,71,61,0,0.8179,82,63,18,1,5.8309518948453,2,4.12310562561766,3.98468584015432,0.9434,0.9831,0.8796,0.935366666666667,1,3629,119,63,106
"1663",1663,24,1,12,6,71,74,0,0.9648,95,72,18,2.23606797749979,2,1,4.24264068711928,2.41421356237309,0.8426,0.9831,0.9471,0.924266666666667,0.8179,3159,96,63,104
"1664",1664,24,1,13,6,71,73,0,0.9602,97,74,18,1,1,1.4142135623731,2.82842712474619,1.74754689570643,0.9461,0.9831,0.8738,0.934333333333333,0.9648,3275,74,63,93
"1665",1665,24,1,14,6,71,51,0,0.8169,82,63,18,2,3.16227766016838,1.4142135623731,5.8309518948453,3.46914770579559,0.94,0.9831,0.7907,0.9046,0.9602,4157,85,63,103
"1666",1666,24,1,0,7,62,118,1,0.3534,35,27,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1667",1667,24,1,1,7,62,72,0,0.3067,31,24,10,4.47213595499958,3,6.40312423743285,2.23606797749979,3.87973073831088,0.3816,0.5149,0.4561,0.450866666666667,0.3534,1219,105,13,59
"1668",1668,24,1,2,7,62,10,0,1,100,67,10,7.21110255092798,0,12.0415945787923,8.54400374531753,6.86186610803661,0.7135,0.414,0.0947,0.4074,0.3067,5314,10,89,95
"1669",1669,24,1,3,7,62,21,0,0.937,93,63,10,1,9.21954445729289,1,8,6.0731814857643,0.3084,0.8758,0.3171,0.500433333333333,1,3739,34,20,13
"1670",1670,24,1,4,7,62,9,0,0.8966,91,61,10,1.4142135623731,1,2,10.6301458127346,4.54338193757822,0.7865,0.9354,0.521,0.747633333333333,0.937,4313,20,31,90
"1671",1671,24,1,5,7,62,20,0,0.9414,94,63,10,1,2.82842712474619,2,2.82842712474619,2.55228474983079,0.8412,0.9368,0.7271,0.835033333333333,0.8966,3883,40,42,40
"1672",1672,24,1,6,7,62,32,0,0.786,80,55,10,1.4142135623731,3.16227766016838,2.23606797749979,1.4142135623731,2.27085306668042,0.5695,0.8316,0.7082,0.7031,0.9414,4634,18,53,20
"1673",1673,24,1,7,7,62,0,0,0.6988,71,49,10,10.1980390271856,10.295630140987,8.54400374531753,10.295630140987,9.71175467576384,0.7378,0.9275,0.41,0.691766666666667,0.786,4006,64,41,64
"1674",1674,24,1,8,7,62,43,0,0.7338,74,51,10,10.4403065089106,1,0,4.47213595499958,1.82404531833319,1,0.8615,0.6619,0.841133333333333,0.6988,5355,42,43,17
"1675",1675,24,1,9,7,62,8,0,0.6712,67,47,10,3.60555127546399,3.60555127546399,3.16227766016838,9.05538513813742,5.2744046912566,0.9636,0.9368,0.0904,0.6636,0.7338,9081,43,42,108
"1676",1676,24,1,10,7,62,31,0,0.8555,85,58,10,2.23606797749979,2.23606797749979,1,8.24621125123532,3.82742640957837,0.9204,0.9368,0.426,0.761066666666667,0.6712,2976,54,42,45
"1677",1677,24,1,11,7,62,42,0,0.7337,70,48,10,1,1,0,2.23606797749979,1.07868932583326,0.9304,0.9368,0.7362,0.8678,0.8555,3512,53,42,29
"1678",1678,24,1,12,7,62,54,0,0.7258,73,50,10,1.4142135623731,2,1.4142135623731,2,1.80473785412437,0.869,0.9368,0.5818,0.795866666666667,0.7337,5667,52,42,52
"1679",1679,24,1,13,7,62,19,0,0.8801,90,61,10,3.60555127546399,2.23606797749979,2.23606797749979,2,2.15737865166653,0.904,0.9368,0.7394,0.860066666666667,0.7258,5700,32,42,41
"1680",1680,24,1,14,7,62,30,0,0.92,92,62,10,1,1,1.4142135623731,0,0.804737854124365,0.9312,0.9368,0.804,0.890666666666667,0.8801,4323,41,42,30
"4081",4081,6,2,0,0,72,44,1,0.4034,39,33,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4082",4082,6,2,1,0,72,44,0,0.4034,41,35,10,0,5,5.09901951359278,9.4339811320566,6.51100021521646,0.3998,0.4606,0.0414,0.3006,0.4034,5871,3,60,107
"4083",4083,6,2,2,0,72,44,0,0.4034,40,34,10,0,7.07106781186548,6.32455532033676,4,5.79854104406741,0.2615,0.7126,0.4599,0.478,0.4034,7656,62,28,48
"4084",4084,6,2,3,0,72,37,0,0.6296,62,50,10,4.12310562561766,5,3.16227766016838,2.23606797749979,3.46611521255606,0.1631,0.8631,0.1497,0.391966666666667,0.4034,7118,74,29,58
"4085",4085,6,2,4,0,72,48,0,0.4031,42,35,10,1,4.12310562561766,4.47213595499958,1.4142135623731,3.33648504766345,0.1913,0.9246,0.6858,0.600566666666667,0.6296,5082,91,30,38
"4086",4086,6,2,5,0,72,38,0,0.742,75,59,10,1.4142135623731,4.12310562561766,3.60555127546399,1,2.90955230036055,0.4465,0.83,0.7577,0.678066666666667,0.4031,3286,23,19,39
"4087",4087,6,2,6,0,72,39,0,0.7863,76,60,10,1,6.32455532033676,2,1,3.10818510677892,0.6676,0.9275,0.7271,0.774066666666667,0.742,5125,11,41,40
"4088",4088,6,2,7,0,72,50,0,0.6801,68,54,10,1,7.21110255092798,3.60555127546399,0,3.60555127546399,0.6988,0.9354,0.7642,0.799466666666667,0.7863,3400,0,31,50
"4089",4089,6,2,8,0,72,28,0,0.7537,75,59,10,2,5.3851648071345,3.16227766016838,0,2.84914748910096,0.4513,0.9368,0.7071,0.6984,0.6801,3672,1,42,28
"4090",4090,6,2,9,0,72,27,0,0.7886,79,62,10,1,5,5.3851648071345,2.82842712474619,4.40453064396023,0.6053,0.7147,0.6594,0.6598,0.7537,3838,22,54,51
"4091",4091,6,2,10,0,72,29,0,0.7467,76,60,10,2,6.08276253029822,2.82842712474619,3.16227766016838,4.02448910507093,0.4834,0.8316,0.6955,0.670166666666667,0.7886,5883,12,53,61
"4092",4092,6,2,11,0,72,16,0,0.6519,64,51,10,2.23606797749979,2.82842712474619,5.3851648071345,3,3.73786397729356,0.217,0.8615,0.7229,0.600466666666667,0.7467,3940,36,43,49
"4093",4093,6,2,12,0,72,17,0,0.5866,60,48,10,1,7.21110255092798,4.12310562561766,4.12310562561766,5.15243793405443,0.5072,0.9417,0.702,0.716966666666667,0.6519,3629,55,32,60
"4094",4094,6,2,13,0,72,41,0,0.9312,92,71,10,2.82842712474619,8.06225774829855,2.82842712474619,1.4142135623731,4.10163281180594,0.5124,0.9832,0.7362,0.743933333333333,0.5866,4432,44,21,29
"4095",4095,6,2,14,0,72,30,0,0.8255,81,63,10,1,0,2.82842712474619,0,0.942809041582064,0.92,1,0.804,0.908,0.9312,3923,30,10,30
"4096",4096,6,2,0,1,68,118,1,0.7607,76,57,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4097",4097,6,2,1,1,68,107,0,0.7854,79,59,18,1,9,10.295630140987,8.06225774829855,9.11929596309518,0.158,0.0792,0.6419,0.293033333333333,0.7607,3307,8,3,56
"4098",4098,6,2,2,1,68,96,0,0.8426,86,63,18,1,7,2,7.81024967590665,5.60341655863555,0.5775,0.8792,0.3732,0.609966666666667,0.7854,3473,89,94,35
"4099",4099,6,2,3,1,68,85,0,0.94,94,69,18,1,1,3,8,4,0.6941,0.6587,0.5202,0.624333333333333,0.8426,3108,96,82,77
"4100",4100,6,2,4,1,68,74,0,0.9461,95,70,18,1,2.23606797749979,3.16227766016838,5.09901951359278,3.49912171708698,0.6758,0.6715,0.3489,0.5654,0.94,4247,97,106,58
"4101",4101,6,2,5,1,68,63,0,0.8234,82,61,18,1,4,4.24264068711928,4.12310562561766,4.12191543757898,0.6665,0.8295,0.8796,0.791866666666667,0.9461,5772,107,93,106
"4102",4102,6,2,6,1,68,73,0,0.9401,95,70,18,1.4142135623731,3.60555127546399,1.4142135623731,2,2.33992161261236,0.7104,0.8247,0.8289,0.788,0.8234,3697,108,83,95
"4103",4103,6,2,7,1,68,75,0,0.9942,100,73,18,2,4.12310562561766,2.82842712474619,2.23606797749979,3.06253357595455,0.6797,0.7902,0.7563,0.742066666666667,0.9401,3595,120,95,96
"4104",4104,6,2,8,1,68,86,0,0.974,98,72,18,1,3.16227766016838,2.82842712474619,3.16227766016838,3.05099414836098,0.6144,1,0.8916,0.835333333333333,0.9942,3133,118,62,94
"4105",4105,6,2,9,1,68,76,0,1,100,73,18,1.4142135623731,4.12310562561766,2.23606797749979,5.3851648071345,3.91477947008398,0.6524,0.9831,0.8738,0.836433333333333,0.974,4045,119,63,93
"4106",4106,6,2,10,1,68,76,0,1,101,74,18,0,5,3,5,4.33333333333333,0.7728,0.9481,0.9661,0.895666666666667,1,3108,105,73,105
"4107",4107,6,2,11,1,68,87,0,0.9177,93,68,18,1,5,4.47213595499958,5,4.82404531833319,0.8424,0.8321,1,0.8915,1,3383,116,61,116
"4108",4108,6,2,12,1,68,84,0,0.8944,91,67,18,3,1.4142135623731,3,3.60555127546399,2.67325494594569,0.728,0.9304,0.9385,0.865633333333333,0.9177,4730,94,51,115
"4109",4109,6,2,13,1,68,75,0,0.9942,99,72,18,2.23606797749979,5.65685424949238,2.23606797749979,5,4.29764074233072,0.8369,0.8844,0.9471,0.889466666666667,0.8944,3380,115,52,104
"4110",4110,6,2,14,1,68,64,0,0.8921,90,66,18,1,7.07106781186548,1.4142135623731,7.07106781186548,5.18544972870135,0.6746,0.4435,0.7047,0.6076,0.9942,5371,114,76,114
"4111",4111,6,2,0,2,74,17,1,0.6186,60,49,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4112",4112,6,2,1,2,74,61,0,0.3095,31,28,15,4,4,4.12310562561766,3.16227766016838,3.76179442859535,0.1682,0.5788,0.2785,0.341833333333333,0.6186,1956,105,18,27
"4113",4113,6,2,2,2,74,80,0,0.6602,67,55,15,3.60555127546399,6.32455532033676,3.60555127546399,2.23606797749979,4.05539152443351,0,0.5073,0.7507,0.419333333333333,0.3095,5138,12,49,93
"4114",4114,6,2,3,2,74,79,0,0.6109,60,49,15,1,6.32455532033676,2,3.60555127546399,3.97670219860025,0.4794,0.333,0.7507,0.521033333333333,0.6602,3412,63,57,104
"4115",4115,6,2,4,2,74,81,0,0.7557,74,60,15,2,7.21110255092798,4.47213595499958,2,4.56107950197585,0.7296,0.2259,0.8909,0.615466666666667,0.6109,4580,19,63,103
"4116",4116,6,2,5,2,74,82,0,0.8007,79,63,15,1,6.32455532033676,1.4142135623731,2.82842712474619,3.52239866915201,0.5052,0.9135,0.9855,0.8014,0.7557,3665,18,92,102
"4117",4117,6,2,6,2,74,93,0,0.7439,74,60,15,1,8.06225774829855,1.4142135623731,3.16227766016838,4.21291632361334,0.825,0.9488,0.9984,0.924066666666667,0.8007,4237,20,103,101
"4118",4118,6,2,7,2,74,83,0,0.7156,71,58,15,1.4142135623731,7.21110255092798,3.16227766016838,5.3851648071345,5.25284833941029,0.6899,0.9978,0.9036,0.863766666666667,0.7439,3436,21,91,100
"4119",4119,6,2,8,2,74,104,0,0.6877,68,55,15,2.23606797749979,8.06225774829855,2,3.16227766016838,4.40817846948898,0.781,1,0.9789,0.919966666666667,0.7156,3288,31,102,90
"4120",4120,6,2,9,2,74,92,0,0.6399,64,52,15,1.4142135623731,7.07106781186548,1.4142135623731,1,3.16176045807952,0.7325,1,1,0.910833333333333,0.6877,3091,42,102,91
"4121",4121,6,2,10,2,74,70,0,0.7696,78,63,15,2,7.81024967590665,2.23606797749979,4.12310562561766,4.72314109300804,0.795,0.9978,0.857,0.883266666666667,0.6399,3922,9,91,113
"4122",4122,6,2,11,2,74,58,0,0.5986,58,48,15,1.4142135623731,8.60232526704263,4,2,4.86744175568088,0.7201,1,0.8468,0.855633333333333,0.7696,4414,10,102,80
"4123",4123,6,2,12,2,74,94,0,0.7633,77,62,15,4.24264068711928,8.24621125123532,4.12310562561766,4.47213595499958,5.61381761061752,0.7153,0.9497,0.875,0.846666666666667,0.5986,3088,8,101,112
"4124",4124,6,2,13,2,74,105,0,0.7465,75,61,15,1,7.28010988928052,4.12310562561766,5.09901951359278,5.50074500949699,0.7018,0.9487,0.8481,0.832866666666667,0.7633,3304,30,90,89
"4125",4125,6,2,14,2,74,95,0,0.6756,67,55,15,1.4142135623731,6.70820393249937,4.12310562561766,3,4.61043651937234,0.6366,1,0.9132,0.849933333333333,0.7465,3179,32,102,92
"4126",4126,6,2,0,3,72,73,1,0.5901,57,46,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4127",4127,6,2,1,3,72,36,0,0.7701,76,60,2,5,4.24264068711928,8.06225774829855,6.32455532033676,6.20981791858486,0.8477,0.2032,0.5992,0.550033333333333,0.5901,2202,72,117,64
"4128",4128,6,2,2,3,72,35,0,0.6153,60,48,2,1,5.8309518948453,2.82842712474619,4.47213595499958,4.37717165819702,0.7884,0.7251,0.6271,0.713533333333333,0.7701,5527,73,59,61
"4129",4129,6,2,3,3,72,37,0,0.9287,93,72,2,2,3.16227766016838,2.23606797749979,2,2.46611521255606,0.7081,0.8451,0.526,0.693066666666667,0.6153,5666,71,60,59
"4130",4130,6,2,4,3,72,38,0,0.9588,96,74,2,1,2.23606797749979,3,1,2.07868932583326,0.9669,0.8104,1,0.925766666666667,0.9287,4194,61,71,39
"4131",4131,6,2,5,3,72,27,0,0.8657,88,68,2,1,2.23606797749979,3.16227766016838,1,2.13278187922272,0.9682,0.957,0.9514,0.958866666666667,0.9588,3796,50,61,28
"4132",4132,6,2,6,3,72,49,0,1,101,78,2,2,1.4142135623731,2.23606797749979,2.23606797749979,1.96211650579089,0.8801,0.9421,0.9774,0.9332,0.8657,3761,39,62,40
"4133",4133,6,2,7,3,72,60,0,0.9102,90,70,2,1,3.16227766016838,1.4142135623731,2,2.19216374084716,0.8073,0.8521,0.9128,0.8574,1,3388,28,72,38
"4134",4134,6,2,8,3,72,50,0,0.909,91,71,2,1.4142135623731,3,1,2.23606797749979,2.07868932583326,0.7308,0.957,0.9093,0.8657,0.9102,3073,17,61,29
"4135",4135,6,2,9,3,72,39,0,0.8863,88,68,2,1,2.23606797749979,2,1.4142135623731,1.88342717995763,0.8625,0.957,0.8861,0.901866666666667,0.909,4935,62,61,27
"4136",4136,6,2,10,3,72,48,0,0.9999,99,76,2,2.23606797749979,1.4142135623731,2.23606797749979,3,2.21676051329096,0.8826,0.957,0.891,0.9102,0.8863,3309,60,61,51
"4137",4137,6,2,11,3,72,59,0,0.9662,97,75,2,1,1.4142135623731,2,2.23606797749979,1.88342717995763,0.9896,0.957,0.8835,0.943366666666667,0.9999,3948,49,61,50
"4138",4138,6,2,12,3,72,58,0,0.8939,88,68,2,1,4.12310562561766,3,5.3851648071345,4.16942347758406,0.8263,0.957,0.835,0.872766666666667,0.9662,3612,51,61,41
"4139",4139,6,2,13,3,72,28,0,0.8023,81,63,2,4.24264068711928,2.82842712474619,2,2,2.2761423749154,0.9219,0.8522,0.7458,0.839966666666667,0.8939,3263,48,50,26
"4140",4140,6,2,14,3,72,26,0,0.8384,86,67,2,2,1.4142135623731,3.60555127546399,1,2.00658827927903,0.9737,0.957,0.7621,0.8976,0.8023,3146,38,61,37
"4141",4141,6,2,0,4,71,11,1,0.8067,80,62,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4142",4142,6,2,1,4,71,12,0,0.7118,72,56,20,1,1.4142135623731,3.60555127546399,7.07106781186548,4.03027754990085,0.7785,0.3859,0.8013,0.655233333333333,0.8067,17934,22,37,88
"4143",4143,6,2,2,4,71,22,0,0.7986,80,62,20,1.4142135623731,1,7.21110255092798,4,4.07036751697599,0.702,0.2315,0.7955,0.576333333333333,0.7118,4240,23,72,66
"4144",4144,6,2,3,4,71,33,0,0.8598,87,67,20,1,0,2.23606797749979,1,1.07868932583326,0.8636,0.5143,0.5819,0.653266666666667,0.7986,5466,33,24,44
"4145",4145,6,2,4,4,71,44,0,0.878,87,67,20,1,0,3.16227766016838,3.16227766016838,2.10818510677892,0.8845,0.5959,0.9347,0.805033333333333,0.8598,3279,44,78,78
"4146",4146,6,2,5,4,71,34,0,0.9042,93,71,20,1.4142135623731,2.23606797749979,2.23606797749979,4.12310562561766,2.86508052687241,0.7856,0.8027,0.839,0.8091,0.878,3106,55,55,79
"4147",4147,6,2,6,4,71,35,0,0.8371,85,65,20,1,1.4142135623731,2,4.47213595499958,2.62878317245756,0.7932,0.719,0.8127,0.774966666666667,0.9042,4717,45,33,77
"4148",4148,6,2,7,4,71,45,0,1,100,76,20,1.4142135623731,1,3.16227766016838,4,2.72075922005613,0.795,0.7539,0.8386,0.795833333333333,0.8371,3062,34,77,89
"4149",4149,6,2,8,4,71,56,0,0.9173,93,71,20,1,0,3.16227766016838,1,1.38742588672279,0.6481,0.8931,0.9873,0.842833333333333,1,3247,56,88,67
"4150",4150,6,2,9,4,71,44,0,0.878,90,69,20,1.4142135623731,3,5,2.82842712474619,3.60947570824873,0.8153,1,0.9621,0.9258,0.9173,3165,11,99,68
"4151",4151,6,2,10,4,71,55,0,0.7875,78,60,20,1,1,5,2,2.66666666666667,0.7553,0.8947,0.9412,0.863733333333333,0.878,3828,66,110,57
"4152",4152,6,2,11,4,71,46,0,0.9147,91,70,20,2.23606797749979,3.60555127546399,5.3851648071345,1.4142135623731,3.4683098816572,0.873,1,0.7703,0.8811,0.7875,3467,77,99,58
"4153",4153,6,2,12,4,71,57,0,0.8273,82,63,20,1,3.60555127546399,4.47213595499958,1,3.02589574348786,0.9932,1,0.9071,0.966766666666667,0.9147,3005,88,99,56
"4154",4154,6,2,13,4,71,47,0,0.6235,63,50,20,1.4142135623731,5.8309518948453,5.8309518948453,2,4.55396792989687,1,1,0.7437,0.914566666666667,0.8273,4080,99,99,69
