"","X","group","agent","trial","round","scaling","isRandom","reward","payoff","rescaled","env","soc_sd","soc_rew","prev_rew","RT_server","soc_choice","social"
"4111",4111,16,1,7,4,67,0,0.4311,44,34,31,7.28010988928052,0.8595,0.5606,6581,40,1
"4112",4112,16,1,7,4,67,0,0.4311,44,34,31,7.07106781186548,1,0.5606,6581,73,1
"4113",4113,16,1,8,4,67,0,0.6414,64,48,31,2,0.4311,0.4311,2603,33,0
"4114",4114,16,1,8,4,67,0,0.6414,64,48,31,8.24621125123532,0.764,0.4311,2603,63,1
"4115",4115,16,1,8,4,67,0,0.6414,64,48,31,6.08276253029822,0.8711,0.4311,2603,50,1
"4116",4116,16,1,8,4,67,0,0.6414,64,48,31,6.70820393249937,0.9556,0.4311,2603,72,1
"4117",4117,16,1,9,4,67,0,0.6692,66,49,31,1,0.6414,0.6414,2769,22,0
"4118",4118,16,1,9,4,67,0,0.6692,66,49,31,9.21954445729289,0.8578,0.6414,2769,53,1
"4119",4119,16,1,9,4,67,0,0.6692,66,49,31,7.61577310586391,0.9288,0.6414,2769,62,1
"4120",4120,16,1,9,4,67,0,0.6692,66,49,31,8.60232526704263,0.9309,0.6414,2769,84,1
"4121",4121,16,1,10,4,67,0,0.7144,72,53,31,1.4142135623731,0.6692,0.6692,3093,12,0
"4122",4122,16,1,10,4,67,0,0.7144,72,53,31,6.70820393249937,0.817,0.6692,3093,51,1
"4123",4123,16,1,10,4,67,0,0.7144,72,53,31,6.70820393249937,0.9988,0.6692,3093,51,1
"4124",4124,16,1,10,4,67,0,0.7144,72,53,31,7.81024967590665,0.9775,0.6692,3093,83,1
"4125",4125,16,1,11,4,67,0,0.6755,67,50,31,1,0.7144,0.7144,3645,23,0
"4126",4126,16,1,11,4,67,0,0.6755,67,50,31,7.07106781186548,0.7855,0.7144,3645,41,1
"4127",4127,16,1,11,4,67,0,0.6755,67,50,31,6.32455532033676,0.9988,0.7144,3645,51,1
"4128",4128,16,1,11,4,67,0,0.6755,67,50,31,5.8309518948453,0.8633,0.7144,3645,61,1
"4129",4129,16,1,12,4,67,0,0.6882,68,51,31,1,0.6755,0.6755,2611,24,0
"4130",4130,16,1,12,4,67,0,0.6882,68,51,31,8.24621125123532,0.8992,0.6755,2611,54,1
"4131",4131,16,1,12,4,67,0,0.6882,68,51,31,5.3851648071345,0.9988,0.6755,2611,51,1
"4132",4132,16,1,12,4,67,0,0.6882,68,51,31,5,0.6881,0.6755,2611,71,1
"4133",4133,16,1,13,4,67,0,0.7534,74,55,31,1,0.6882,0.6882,3655,13,0
"4134",4134,16,1,13,4,67,0,0.7534,74,55,31,8.94427190999916,1,0.6882,3655,65,1
"4135",4135,16,1,13,4,67,0,0.7534,74,55,31,5.8309518948453,0.9988,0.6882,3655,51,1
"4136",4136,16,1,13,4,67,0,0.7534,74,55,31,8.06225774829855,0.8445,0.6882,3655,94,1
"4137",4137,16,1,14,4,67,0,0.7798,77,57,31,1.4142135623731,0.7534,0.7534,3513,1,0
"4138",4138,16,1,14,4,67,0,0.7798,77,57,31,10.816653826392,0.9303,0.7534,3513,76,1
"4139",4139,16,1,14,4,67,0,0.7798,77,57,31,7.21110255092798,0.9988,0.7534,3513,51,1
"4140",4140,16,1,14,4,67,0,0.7798,77,57,31,10,0.7225,0.7534,3513,95,1
"4141",4141,16,1,0,5,69,1,0.0919,10,12,29,NA,NA,NA,NA,1,0
"4142",4142,16,1,0,5,69,1,0.0919,10,12,29,NA,NA,NA,NA,NA,1
"4143",4143,16,1,0,5,69,1,0.0919,10,12,29,NA,NA,NA,NA,NA,1
"4144",4144,16,1,0,5,69,1,0.0919,10,12,29,NA,NA,NA,NA,NA,1
"4145",4145,16,1,1,5,69,0,0.6455,65,50,29,5.09901951359278,0.0919,0.0919,2715,55,0
"4146",4146,16,1,1,5,69,0,0.6455,65,50,29,6.70820393249937,0.5009,0.0919,2715,94,1
"4147",4147,16,1,1,5,69,0,0.6455,65,50,29,0,0.7064,0.0919,2715,55,1
"4148",4148,16,1,1,5,69,0,0.6455,65,50,29,3.16227766016838,0.8676,0.0919,2715,47,1
"4149",4149,16,1,2,5,69,0,0.5834,58,45,29,1.4142135623731,0.6455,0.6455,8980,67,0
"4150",4150,16,1,2,5,69,0,0.5834,58,45,29,2.23606797749979,0.396,0.6455,8980,46,1
"4151",4151,16,1,2,5,69,0,0.5834,58,45,29,2.23606797749979,0.5706,0.6455,8980,46,1
"4152",4152,16,1,2,5,69,0,0.5834,58,45,29,3.60555127546399,0.9975,0.6455,8980,48,1
"4153",4153,16,1,3,5,69,0,0.4015,40,33,29,2.23606797749979,0.5834,0.5834,4207,80,0
"4154",4154,16,1,3,5,69,0,0.4015,40,33,29,3.16227766016838,0.7115,0.5834,4207,48,1
"4155",4155,16,1,3,5,69,0,0.4015,40,33,29,1,0.386,0.5834,4207,79,1
"4156",4156,16,1,3,5,69,0,0.4015,40,33,29,3.60555127546399,0.9707,0.5834,4207,49,1
"4157",4157,16,1,4,5,69,0,0.3987,41,33,29,2,0.4015,0.4015,2960,82,0
"4158",4158,16,1,4,5,69,0,0.3987,41,33,29,3.16227766016838,0.9442,0.4015,2960,50,1
"4159",4159,16,1,4,5,69,0,0.3987,41,33,29,7.07106781186548,0.5627,0.4015,2960,22,1
"4160",4160,16,1,4,5,69,0,0.3987,41,33,29,2,0.9385,0.4015,2960,60,1
"4161",4161,16,1,5,5,69,0,0.6938,70,53,29,4.47213595499958,0.3987,0.3987,3175,56,0
"4162",4162,16,1,5,5,69,0,0.6938,70,53,29,6.08276253029822,1,0.3987,3175,51,1
"4163",4163,16,1,5,5,69,0,0.6938,70,53,29,4.24264068711928,0.435,0.3987,3175,26,1
"4164",4164,16,1,5,5,69,0,0.6938,70,53,29,3,1,0.3987,3175,59,1
"4165",4165,16,1,6,5,69,0,0.6141,61,47,29,1,0.6938,0.6938,3058,45,0
"4166",4166,16,1,6,5,69,0,0.6141,61,47,29,6.08276253029822,0.9492,0.6938,3058,62,1
"4167",4167,16,1,6,5,69,0,0.6141,61,47,29,3.16227766016838,0.4945,0.6938,3058,59,1
"4168",4168,16,1,6,5,69,0,0.6141,61,47,29,3.60555127546399,0.6843,0.6938,3058,70,1
"4169",4169,16,1,7,5,69,0,0.5339,54,42,29,1,0.6141,0.6141,3153,44,0
"4170",4170,16,1,7,5,69,0,0.5339,54,42,29,6.08276253029822,0.9214,0.6141,3153,61,1
"4171",4171,16,1,7,5,69,0,0.5339,54,42,29,1.4142135623731,0.6204,0.6141,3153,56,1
"4172",4172,16,1,7,5,69,0,0.5339,54,42,29,5.3851648071345,0.6858,0.6141,3153,71,1
"4173",4173,16,1,8,5,69,0,0.5912,59,46,29,2,0.5339,0.5339,3412,66,0
"4174",4174,16,1,8,5,69,0,0.5912,59,46,29,8.24621125123532,0.9158,0.5339,3412,52,1
"4175",4175,16,1,8,5,69,0,0.5912,59,46,29,5.09901951359278,0.4136,0.5339,3412,82,1
"4176",4176,16,1,8,5,69,0,0.5912,59,46,29,6.08276253029822,0.7505,0.5339,3412,61,1
"4177",4177,16,1,9,5,69,0,0.6885,69,53,29,2.23606797749979,0.5912,0.5912,4283,57,0
"4178",4178,16,1,9,5,69,0,0.6885,69,53,29,5.3851648071345,0.9774,0.5912,4283,40,1
"4179",4179,16,1,9,5,69,0,0.6885,69,53,29,3.60555127546399,0.6329,0.5912,4283,38,1
"4180",4180,16,1,9,5,69,0,0.6885,69,53,29,3.60555127546399,0.8073,0.5912,4283,38,1
"4181",4181,16,1,10,5,69,0,0.6156,61,47,29,1.4142135623731,0.6885,0.6885,2855,47,0
"4182",4182,16,1,10,5,69,0,0.6156,61,47,29,5.09901951359278,0.9017,0.6885,2855,41,1
"4183",4183,16,1,10,5,69,0,0.6156,61,47,29,3.60555127546399,0.7031,0.6885,2855,28,1
"4184",4184,16,1,10,5,69,0,0.6156,61,47,29,1.4142135623731,0.7671,0.6885,2855,37,1
"4185",4185,16,1,11,5,69,0,0.568,58,45,29,2.23606797749979,0.6156,0.6156,2911,68,0
"4186",4186,16,1,11,5,69,0,0.568,58,45,29,5,0.8777,0.6156,2911,39,1
"4187",4187,16,1,11,5,69,0,0.568,58,45,29,7.07106781186548,0.8577,0.6156,2911,18,1
"4188",4188,16,1,11,5,69,0,0.568,58,45,29,4.47213595499958,0.7614,0.6156,2911,50,1
"4189",4189,16,1,12,5,69,0,0.6158,62,48,29,2,0.568,0.568,3209,46,0
"4190",4190,16,1,12,5,69,0,0.6158,62,48,29,6.08276253029822,0.8788,0.568,3209,63,1
"4191",4191,16,1,12,5,69,0,0.6158,62,48,29,7.21110255092798,0.9634,0.568,3209,8,1
"4192",4192,16,1,12,5,69,0,0.6158,62,48,29,1.4142135623731,0.9402,0.568,3209,58,1
"4193",4193,16,1,13,5,69,0,0.6256,62,48,29,2.23606797749979,0.6158,0.6158,5093,59,0
"4194",4194,16,1,13,5,69,0,0.6256,62,48,29,1.4142135623731,0.8373,0.6158,5093,49,1
"4195",4195,16,1,13,5,69,0,0.6256,62,48,29,6.40312423743285,0.9634,0.6158,5093,8,1
"4196",4196,16,1,13,5,69,0,0.6256,62,48,29,2,0.8609,0.6158,5093,57,1
"4197",4197,16,1,14,5,69,0,0.6535,65,50,29,1,0.6256,0.6256,2718,58,0
"4198",4198,16,1,14,5,69,0,0.6535,65,50,29,2.82842712474619,0.7007,0.6256,2718,38,1
"4199",4199,16,1,14,5,69,0,0.6535,65,50,29,7.07106781186548,0.9634,0.6256,2718,8,1
"4200",4200,16,1,14,5,69,0,0.6535,65,50,29,1,0.6876,0.6256,2718,69,1
"4201",4201,16,1,0,6,73,1,0.8786,89,70,30,NA,NA,NA,NA,27,0
"4202",4202,16,1,0,6,73,1,0.8786,89,70,30,NA,NA,NA,NA,NA,1
"4203",4203,16,1,0,6,73,1,0.8786,89,70,30,NA,NA,NA,NA,NA,1
"4204",4204,16,1,0,6,73,1,0.8786,89,70,30,NA,NA,NA,NA,NA,1
"4205",4205,16,1,1,6,73,0,0.7753,78,62,30,1,0.8786,0.8786,1610,16,0
"4206",4206,16,1,1,6,73,0,0.7753,78,62,30,5,0.6096,0.8786,1610,45,1
"4207",4207,16,1,1,6,73,0,0.7753,78,62,30,3.60555127546399,0.6842,0.8786,1610,47,1
"4208",4208,16,1,1,6,73,0,0.7753,78,62,30,3.16227766016838,0.8381,0.8786,1610,48,1
"4209",4209,16,1,2,6,73,0,0.7758,78,62,30,2,0.7753,0.7753,6745,38,0
"4210",4210,16,1,2,6,73,0,0.7758,78,62,30,0,0.5352,0.7753,6745,38,1
"4211",4211,16,1,2,6,73,0,0.7758,78,62,30,2.23606797749979,0.9302,0.7753,6745,25,1
"4212",4212,16,1,2,6,73,0,0.7758,78,62,30,1,0.5736,0.7753,6745,49,1
"4213",4213,16,1,3,6,73,0,0.9704,98,77,30,1.4142135623731,0.7758,0.7758,2647,26,0
"4214",4214,16,1,3,6,73,0,0.9704,98,77,30,2,0.7193,0.7758,2647,48,1
"4215",4215,16,1,3,6,73,0,0.9704,98,77,30,1.4142135623731,0.9816,0.7758,2647,14,1
"4216",4216,16,1,3,6,73,0,0.9704,98,77,30,1,0.6838,0.7758,2647,37,1
"4217",4217,16,1,4,6,73,0,1,100,78,30,1,0.9704,0.9704,2731,25,0
"4218",4218,16,1,4,6,73,0,1,100,78,30,3.16227766016838,0.8963,0.9704,2731,59,1
"4219",4219,16,1,4,6,73,0,1,100,78,30,1.4142135623731,0.9714,0.9704,2731,13,1
"4220",4220,16,1,4,6,73,0,1,100,78,30,3,1,0.9704,2731,58,1
"4221",4221,16,1,5,6,73,0,0.9911,98,77,30,1,1,1,3372,24,0
"4222",4222,16,1,5,6,73,0,0.9911,98,77,30,4.47213595499958,1,1,3372,70,1
"4223",4223,16,1,5,6,73,0,0.9911,98,77,30,2.23606797749979,0.8846,1,3372,3,1
"4224",4224,16,1,5,6,73,0,0.9911,98,77,30,3.60555127546399,0.8808,1,3372,59,1
"4225",4225,16,1,6,6,73,0,0.9534,99,77,30,1,0.9911,0.9911,2598,35,0
"4226",4226,16,1,6,6,73,0,0.9534,99,77,30,4.24264068711928,0.9889,0.9911,2598,71,1
"4227",4227,16,1,6,6,73,0,0.9534,99,77,30,2.23606797749979,0.9816,0.9911,2598,14,1
"4228",4228,16,1,6,6,73,0,0.9534,99,77,30,1.4142135623731,0.989,0.9911,2598,47,1
"4229",4229,16,1,7,6,73,0,0.8864,89,70,30,1,0.9534,0.9534,2787,36,0
"4230",4230,16,1,7,6,73,0,0.8864,89,70,30,3,0.8925,0.9534,2787,69,1
"4231",4231,16,1,7,6,73,0,0.8864,89,70,30,2,0.9816,0.9534,2787,14,1
"4232",4232,16,1,7,6,73,0,0.8864,89,70,30,1.4142135623731,0.9783,0.9534,2787,46,1
"4233",4233,16,1,8,6,73,0,0.7883,78,62,30,1.4142135623731,0.8864,0.8864,3130,46,0
"4234",4234,16,1,8,6,73,0,0.7883,78,62,30,3.60555127546399,0.9339,0.8864,3130,81,1
"4235",4235,16,1,8,6,73,0,0.7883,78,62,30,3.60555127546399,0.8834,0.8864,3130,15,1
"4236",4236,16,1,8,6,73,0,0.7883,78,62,30,1,0.9624,0.8864,3130,57,1
"4237",4237,16,1,9,6,73,0,0.9191,91,71,30,2.23606797749979,0.7883,0.7883,3397,23,0
"4238",4238,16,1,9,6,73,0,0.9191,91,71,30,6.40312423743285,0.9096,0.7883,3397,82,1
"4239",4239,16,1,9,6,73,0,0.9191,91,71,30,2.23606797749979,0.9816,0.7883,3397,14,1
"4240",4240,16,1,9,6,73,0,0.9191,91,71,30,3,0.8603,0.7883,3397,56,1
"4241",4241,16,1,10,6,73,0,0.8775,88,69,30,1.4142135623731,0.9191,0.9191,2567,13,0
"4242",4242,16,1,10,6,73,0,0.8775,88,69,30,4.12310562561766,0.8216,0.9191,2567,58,1
"4243",4243,16,1,10,6,73,0,0.8775,88,69,30,1,0.9816,0.9191,2567,14,1
"4244",4244,16,1,10,6,73,0,0.8775,88,69,30,5,0.6884,0.9191,2567,68,1
"4245",4245,16,1,11,6,73,0,0.8849,86,68,30,2,0.8775,0.8775,2842,15,0
"4246",4246,16,1,11,6,73,0,0.8849,86,68,30,6.08276253029822,0.8386,0.8775,2842,80,1
"4247",4247,16,1,11,6,73,0,0.8849,86,68,30,1,0.9816,0.8775,2842,14,1
"4248",4248,16,1,11,6,73,0,0.8849,86,68,30,4.24264068711928,0.9166,0.8775,2842,45,1
"4249",4249,16,1,12,6,73,0,0.9241,93,73,30,1,0.8849,0.8849,2657,14,0
"4250",4250,16,1,12,6,73,0,0.9241,93,73,30,5.8309518948453,0.8512,0.8849,2657,72,1
"4251",4251,16,1,12,6,73,0,0.9241,93,73,30,0,0.9816,0.8849,2657,14,1
"4252",4252,16,1,12,6,73,0,0.9241,93,73,30,2.23606797749979,0.8807,0.8849,2657,35,1
"4253",4253,16,1,13,6,73,0,0.7507,75,60,30,2,0.9241,0.9241,2601,12,0
"4254",4254,16,1,13,6,73,0,0.7507,75,60,30,5.65685424949238,0.889,0.9241,2601,60,1
"4255",4255,16,1,13,6,73,0,0.7507,75,60,30,2,0.9816,0.9241,2601,14,1
"4256",4256,16,1,13,6,73,0,0.7507,75,60,30,2.82842712474619,0.846,0.9241,2601,36,1
"4257",4257,16,1,14,6,73,0,0.8373,82,65,30,3.60555127546399,0.7507,0.7507,2671,37,0
"4258",4258,16,1,14,6,73,0,0.8373,82,65,30,2.82842712474619,0.7738,0.7507,2671,61,1
"4259",4259,16,1,14,6,73,0,0.8373,82,65,30,2.23606797749979,0.9816,0.7507,2671,14,1
"4260",4260,16,1,14,6,73,0,0.8373,82,65,30,3,0.8541,0.7507,2671,34,1
"4261",4261,16,1,0,7,70,1,0.8955,89,67,28,NA,NA,NA,NA,79,0
"4262",4262,16,1,0,7,70,1,0.8955,89,67,28,NA,NA,NA,NA,NA,1
"4263",4263,16,1,0,7,70,1,0.8955,89,67,28,NA,NA,NA,NA,NA,1
"4264",4264,16,1,0,7,70,1,0.8955,89,67,28,NA,NA,NA,NA,NA,1
"4265",4265,16,1,1,7,70,0,0.7044,71,55,28,1,0.8955,0.8955,1779,68,0
"4266",4266,16,1,1,7,70,0,0.7044,71,55,28,8,0.976,0.8955,1779,76,1
"4267",4267,16,1,1,7,70,0,0.7044,71,55,28,6.70820393249937,0.2755,0.8955,1779,41,1
"4268",4268,16,1,1,7,70,0,0.7044,71,55,28,3.16227766016838,0.1557,0.8955,1779,36,1
"4269",4269,16,1,2,7,70,0,0.9391,94,71,28,2,0.7044,0.7044,7440,90,0
"4270",4270,16,1,2,7,70,0,0.9391,94,71,28,7.28010988928052,0.8735,0.7044,7440,75,1
"4271",4271,16,1,2,7,70,0,0.9391,94,71,28,7.07106781186548,0.9601,0.7044,7440,86,1
"4272",4272,16,1,2,7,70,0,0.9391,94,71,28,5.09901951359278,0.6184,0.7044,7440,84,1
"4273",4273,16,1,3,7,70,0,0.9054,90,68,28,1,0.9391,0.9391,2679,89,0
"4274",4274,16,1,3,7,70,0,0.9054,90,68,28,9.05538513813742,0.9232,0.9391,2679,87,1
"4275",4275,16,1,3,7,70,0,0.9054,90,68,28,7.07106781186548,1,0.9391,2679,85,1
"4276",4276,16,1,3,7,70,0,0.9054,90,68,28,9.21954445729289,0.8329,0.9391,2679,76,1
"4277",4277,16,1,4,7,70,0,0.7539,76,58,28,2.23606797749979,0.9054,0.9054,2813,80,0
"4278",4278,16,1,4,7,70,0,0.7539,76,58,28,7.28010988928052,0.9098,0.9054,2813,65,1
"4279",4279,16,1,4,7,70,0,0.7539,76,58,28,4,0.9808,0.9054,2813,84,1
"4280",4280,16,1,4,7,70,0,0.7539,76,58,28,7.28010988928052,0.7483,0.9054,2813,65,1
"4281",4281,16,1,5,7,70,0,0.8675,87,66,28,2,0.7539,0.7539,2967,78,0
"4282",4282,16,1,5,7,70,0,0.8675,87,66,28,8.24621125123532,0.6719,0.7539,2967,64,1
"4283",4283,16,1,5,7,70,0,0.8675,87,66,28,6.08276253029822,0.8825,0.7539,2967,73,1
"4284",4284,16,1,5,7,70,0,0.8675,87,66,28,8.06225774829855,0.6431,0.7539,2967,75,1
"4285",4285,16,1,6,7,70,0,0.7614,75,58,28,1.4142135623731,0.8675,0.8675,3335,88,0
"4286",4286,16,1,6,7,70,0,0.7614,75,58,28,10,0.8649,0.8675,3335,98,1
"4287",4287,16,1,6,7,70,0,0.7614,75,58,28,7,0.9561,0.8675,3335,95,1
"4288",4288,16,1,6,7,70,0,0.7614,75,58,28,10.0498756211209,0.8501,0.8675,3335,87,1
"4289",4289,16,1,7,7,70,0,0.7259,73,56,28,1,0.7614,0.7614,9084,77,0
"4290",4290,16,1,7,7,70,0,0.7259,73,56,28,9,0.9735,0.7614,9084,86,1
"4291",4291,16,1,7,7,70,0,0.7259,73,56,28,6,0.8578,0.7614,9084,83,1
"4292",4292,16,1,7,7,70,0,0.7259,73,56,28,10.0498756211209,0.8255,0.7614,9084,98,1
"4293",4293,16,1,8,7,70,0,0.8174,83,63,28,2.82842712474619,0.7259,0.7259,3695,101,0
"4294",4294,16,1,8,7,70,0,0.8174,83,63,28,6.08276253029822,0.9813,0.7259,3695,96,1
"4295",4295,16,1,8,7,70,0,0.8174,83,63,28,6.08276253029822,0.9975,0.7259,3695,96,1
"4296",4296,16,1,8,7,70,0,0.8174,83,63,28,7.07106781186548,0.7302,0.7259,3695,97,1
"4297",4297,16,1,9,7,70,0,0.8089,81,62,28,1.4142135623731,0.8174,0.8174,4537,91,0
"4298",4298,16,1,9,7,70,0,0.8089,81,62,28,6,1,0.8174,4537,97,1
"4299",4299,16,1,9,7,70,0,0.8089,81,62,28,4.12310562561766,0.9808,0.8174,4537,84,1
"4300",4300,16,1,9,7,70,0,0.8089,81,62,28,7.07106781186548,0.751,0.8174,4537,109,1
"4301",4301,16,1,10,7,70,0,0.7228,75,58,28,2.82842712474619,0.8089,0.8089,3514,67,0
"4302",4302,16,1,10,7,70,0,0.7228,75,58,28,7.61577310586391,0.9171,0.8089,3514,107,1
"4303",4303,16,1,10,7,70,0,0.7228,75,58,28,7,0.8944,0.8089,3514,74,1
"4304",4304,16,1,10,7,70,0,0.7228,75,58,28,8.06225774829855,0.3442,0.8089,3514,30,1
"4305",4305,16,1,11,7,70,0,0.8277,82,62,28,3,0.7228,0.7228,2658,100,0
"4306",4306,16,1,11,7,70,0,0.8277,82,62,28,7.28010988928052,0.9167,0.7228,2658,85,1
"4307",4307,16,1,11,7,70,0,0.8277,82,62,28,7.28010988928052,1,0.7228,2658,85,1
"4308",4308,16,1,11,7,70,0,0.8277,82,62,28,8.54400374531753,0.6431,0.7228,2658,75,1
"4309",4309,16,1,12,7,70,0,0.7533,76,58,28,2,0.8277,0.8277,3295,102,0
"4310",4310,16,1,12,7,70,0,0.7533,76,58,28,4.12310562561766,0.8625,0.8277,3295,95,1
"4311",4311,16,1,12,7,70,0,0.7533,76,58,28,5.3851648071345,1,0.8277,3295,85,1
"4312",4312,16,1,12,7,70,0,0.7533,76,58,28,6.32455532033676,0.6748,0.8277,3295,86,1
"4313",4313,16,1,13,7,70,0,0.5892,58,46,28,3,0.7533,0.7533,2878,69,0
"4314",4314,16,1,13,7,70,0,0.5892,58,46,28,4.12310562561766,0.7863,0.7533,2878,84,1
"4315",4315,16,1,13,7,70,0,0.5892,58,46,28,5.09901951359278,1,0.7533,2878,85,1
"4316",4316,16,1,13,7,70,0,0.5892,58,46,28,3.16227766016838,0.7466,0.7533,2878,55,1
"4317",4317,16,1,14,7,70,0,0.7816,78,60,28,4.24264068711928,0.5892,0.5892,2520,99,0
"4318",4318,16,1,14,7,70,0,0.7816,78,60,28,9,0.9146,0.5892,2520,108,1
"4319",4319,16,1,14,7,70,0,0.7816,78,60,28,8.24621125123532,1,0.5892,2520,85,1
"4320",4320,16,1,14,7,70,0,0.7816,78,60,28,3.16227766016838,0.4141,0.5892,2520,67,1
"6241",6241,24,1,0,0,70,1,0.3703,38,32,12,NA,NA,NA,NA,95,0
"6242",6242,24,1,0,0,70,1,0.3703,38,32,12,NA,NA,NA,NA,NA,1
"6243",6243,24,1,0,0,70,1,0.3703,38,32,12,NA,NA,NA,NA,NA,1
"6244",6244,24,1,0,0,70,1,0.3703,38,32,12,NA,NA,NA,NA,NA,1
"6245",6245,24,1,1,0,70,0,0.3703,37,31,12,0,0.3703,0.3703,2490,95,0
"6246",6246,24,1,1,0,70,0,0.3703,37,31,12,7.61577310586391,0.8748,0.3703,2490,15,1
"6247",6247,24,1,1,0,70,0,0.3703,37,31,12,6.40312423743285,1,0.3703,2490,36,1
"6248",6248,24,1,1,0,70,0,0.3703,37,31,12,0,0.5714,0.3703,2490,95,1
"6249",6249,24,1,2,0,70,0,0.6217,63,49,12,1.4142135623731,0.3703,0.3703,6216,83,0
"6250",6250,24,1,2,0,70,0,0.6217,63,49,12,5.3851648071345,0.7528,0.3703,6216,26,1
"6251",6251,24,1,2,0,70,0,0.6217,63,49,12,5,1,0.3703,6216,36,1
"6252",6252,24,1,2,0,70,0,0.6217,63,49,12,1,0.5257,0.3703,6216,84,1
"6253",6253,24,1,3,0,70,0,0.554,56,44,12,5.3851648071345,0.6217,0.6217,4418,30,0
"6254",6254,24,1,3,0,70,0,0.554,56,44,12,3.16227766016838,0.8647,0.6217,4418,16,1
"6255",6255,24,1,3,0,70,0,0.554,56,44,12,5.3851648071345,0.9282,0.6217,4418,47,1
"6256",6256,24,1,3,0,70,0,0.554,56,44,12,6,0.4886,0.6217,4418,96,1
"6257",6257,24,1,4,0,70,0,0.6631,66,51,12,5,0.554,0.554,5944,25,0
"6258",6258,24,1,4,0,70,0,0.6631,66,51,12,1,0.7271,0.554,5944,14,1
"6259",6259,24,1,4,0,70,0,0.6631,66,51,12,1.4142135623731,0.9922,0.554,5944,37,1
"6260",6260,24,1,4,0,70,0,0.6631,66,51,12,8.06225774829855,0.7085,0.554,5944,106,1
"6261",6261,24,1,5,0,70,0,0.6402,65,51,12,1,0.6631,0.6631,3483,36,0
"6262",6262,24,1,5,0,70,0,0.6402,65,51,12,3.60555127546399,0.757,0.6631,3483,17,1
"6263",6263,24,1,5,0,70,0,0.6402,65,51,12,1,0.9168,0.6631,3483,25,1
"6264",6264,24,1,5,0,70,0,0.6402,65,51,12,6.70820393249937,0.741,0.6631,3483,105,1
"6265",6265,24,1,6,0,70,0,0.2588,25,23,12,2.82842712474619,0.6402,0.6402,3771,56,0
"6266",6266,24,1,6,0,70,0,0.2588,25,23,12,6.40312423743285,0.9976,0.6402,3771,5,1
"6267",6267,24,1,6,0,70,0,0.2588,25,23,12,2.23606797749979,0.8805,0.6402,3771,35,1
"6268",6268,24,1,6,0,70,0,0.2588,25,23,12,7.07106781186548,0.8406,0.6402,3771,116,1
"6269",6269,24,1,7,0,70,0,0.6456,66,51,12,4.47213595499958,0.2588,0.2588,4016,14,0
"6270",6270,24,1,7,0,70,0,0.6456,66,51,12,1.4142135623731,1,0.2588,4016,4,1
"6271",6271,24,1,7,0,70,0,0.6456,66,51,12,2,1,0.2588,4016,36,1
"6272",6272,24,1,7,0,70,0,0.6456,66,51,12,9.21954445729289,0.6974,0.2588,4016,115,1
"6273",6273,24,1,8,0,70,0,0.7103,71,55,12,7.21110255092798,0.6456,0.6456,5111,64,0
"6274",6274,24,1,8,0,70,0,0.7103,71,55,12,7.81024967590665,0.8566,0.6456,5111,3,1
"6275",6275,24,1,8,0,70,0,0.7103,71,55,12,6.32455532033676,1,0.6456,5111,36,1
"6276",6276,24,1,8,0,70,0,0.7103,71,55,12,5.3851648071345,0.7822,0.6456,5111,117,1
"6277",6277,24,1,9,0,70,0,0.5129,51,41,12,1,0.7103,0.7103,5602,65,0
"6278",6278,24,1,9,0,70,0,0.5129,51,41,12,6.40312423743285,0.8846,0.7103,5602,6,1
"6279",6279,24,1,9,0,70,0,0.5129,51,41,12,7.28010988928052,1,0.7103,5602,36,1
"6280",6280,24,1,9,0,70,0,0.5129,51,41,12,5.3851648071345,0.6019,0.7103,5602,118,1
"6281",6281,24,1,10,0,70,0,0.0887,10,12,12,8.54400374531753,0.5129,0.5129,3914,90,0
"6282",6282,24,1,10,0,70,0,0.0887,10,12,12,9.4339811320566,0.6747,0.5129,3914,7,1
"6283",6283,24,1,10,0,70,0,0.0887,10,12,12,5.09901951359278,1,0.5129,3914,36,1
"6284",6284,24,1,10,0,70,0,0.0887,10,12,12,3.16227766016838,0.5465,0.5129,3914,104,1
"6285",6285,24,1,11,0,70,0,0.7989,81,62,12,5.3851648071345,0.0887,0.0887,3588,37,0
"6286",6286,24,1,11,0,70,0,0.7989,81,62,12,3.60555127546399,0.6135,0.0887,3588,2,1
"6287",6287,24,1,11,0,70,0,0.7989,81,62,12,1,1,0.0887,3588,36,1
"6288",6288,24,1,11,0,70,0,0.7989,81,62,12,5.3851648071345,0.5788,0.0887,3588,94,1
"6289",6289,24,1,12,0,70,0,0.8877,89,67,12,1,0.7989,0.7989,3888,26,0
"6290",6290,24,1,12,0,70,0,0.8877,89,67,12,2,0.6448,0.7989,3888,48,1
"6291",6291,24,1,12,0,70,0,0.8877,89,67,12,1.4142135623731,1,0.7989,3888,36,1
"6292",6292,24,1,12,0,70,0,0.8877,89,67,12,8,0.4961,0.7989,3888,114,1
"6293",6293,24,1,13,0,70,0,1,99,74,12,1,0.8877,0.8877,4164,27,0
"6294",6294,24,1,13,0,70,0,1,99,74,12,1.4142135623731,0.6964,0.8877,4164,37,1
"6295",6295,24,1,13,0,70,0,1,99,74,12,2.23606797749979,1,0.8877,4164,36,1
"6296",6296,24,1,13,0,70,0,1,99,74,12,7.61577310586391,0.5531,0.8877,4164,107,1
