"","X","group","agent","trial","round","scaling","isRandom","reward","payoff","rescaled","env","soc_sd","soc_rew","prev_rew","RT_server","soc_choice","social"
"37276",37276,24,3,3,5,79,0,0.9499,95,80,1,1,0.7714,0.8467,2882,19,1
"37277",37277,24,3,4,5,79,0,0.9205,94,79,1,1,0.9499,0.9499,3282,19,0
"37278",37278,24,3,4,5,79,0,0.9205,94,79,1,5.3851648071345,0.7081,0.9499,3282,76,1
"37279",37279,24,3,4,5,79,0,0.9205,94,79,1,1.4142135623731,0.7482,0.9499,3282,29,1
"37280",37280,24,3,4,5,79,0,0.9205,94,79,1,2.82842712474619,0.8108,0.9499,3282,39,1
"37281",37281,24,3,5,5,79,0,0.89,88,75,1,1.4142135623731,0.9205,0.9205,3568,7,0
"37282",37282,24,3,5,5,79,0,0.89,88,75,1,7.28010988928052,0.4755,0.9205,3568,86,1
"37283",37283,24,3,5,5,79,0,0.89,88,75,1,1.4142135623731,0.8377,0.9205,3568,19,1
"37284",37284,24,3,5,5,79,0,0.89,88,75,1,4.47213595499958,0.6112,0.9205,3568,49,1
"37285",37285,24,3,6,5,79,0,0.9054,91,77,1,1.4142135623731,0.89,0.89,3629,17,0
"37286",37286,24,3,6,5,79,0,0.9054,91,77,1,8.94427190999916,0.7126,0.89,3629,109,1
"37287",37287,24,3,6,5,79,0,0.9054,91,77,1,2.23606797749979,0.7291,0.89,3629,30,1
"37288",37288,24,3,6,5,79,0,0.9054,91,77,1,3.16227766016838,0.715,0.89,3629,51,1
"37289",37289,24,3,7,5,79,0,0.9499,96,81,1,1,0.9054,0.9054,3132,18,0
"37290",37290,24,3,7,5,79,0,0.9499,96,81,1,5,0.6603,0.9054,3132,65,1
"37291",37291,24,3,7,5,79,0,0.9499,96,81,1,0,0.7136,0.9054,3132,18,1
"37292",37292,24,3,7,5,79,0,0.9499,96,81,1,2.23606797749979,0.8362,0.9054,3132,27,1
"37293",37293,24,3,8,5,79,0,0.9499,94,79,1,0,0.9499,0.9499,3031,18,0
"37294",37294,24,3,8,5,79,0,0.9499,94,79,1,9.48683298050514,0.6975,0.9499,3031,120,1
"37295",37295,24,3,8,5,79,0,0.9499,94,79,1,1,0.6478,0.9499,3031,7,1
"37296",37296,24,3,8,5,79,0,0.9499,94,79,1,3,0.7374,0.9499,3031,15,1
"37297",37297,24,3,9,5,79,0,0.9499,94,79,1,0,0.9499,0.9499,3017,18,0
"37298",37298,24,3,9,5,79,0,0.9499,94,79,1,3.16227766016838,0.8464,0.9499,3017,10,1
"37299",37299,24,3,9,5,79,0,0.9499,94,79,1,2,0.917,0.9499,3017,20,1
"37300",37300,24,3,9,5,79,0,0.9499,94,79,1,3.60555127546399,0.7774,0.9499,3017,37,1
"37301",37301,24,3,10,5,79,0,0.9499,95,80,1,0,0.9499,0.9499,3184,18,0
"37302",37302,24,3,10,5,79,0,0.9499,95,80,1,2.23606797749979,0.8641,0.9499,3184,9,1
"37303",37303,24,3,10,5,79,0,0.9499,95,80,1,3,0.8566,0.9499,3184,21,1
"37304",37304,24,3,10,5,79,0,0.9499,95,80,1,1,0.7594,0.9499,3184,17,1
"37305",37305,24,3,11,5,79,0,0.9499,93,78,1,0,0.9499,0.9499,3579,18,0
"37306",37306,24,3,11,5,79,0,0.9499,93,78,1,1.4142135623731,0.8196,0.9499,3579,8,1
"37307",37307,24,3,11,5,79,0,0.9499,93,78,1,3.16227766016838,0.7,0.9499,3579,32,1
"37308",37308,24,3,11,5,79,0,0.9499,93,78,1,1.4142135623731,0.8324,0.9499,3579,28,1
"37309",37309,24,3,12,5,79,0,0.9499,95,80,1,0,0.9499,0.9499,3707,18,0
"37310",37310,24,3,12,5,79,0,0.9499,95,80,1,1,0.6945,0.9499,3707,7,1
"37311",37311,24,3,12,5,79,0,0.9499,95,80,1,3.16227766016838,0.9381,0.9499,3707,10,1
"37312",37312,24,3,12,5,79,0,0.9499,95,80,1,2.82842712474619,0.7902,0.9499,3707,38,1
"37313",37313,24,3,13,5,79,0,0.9499,95,80,1,0,0.9499,0.9499,3489,18,0
"37314",37314,24,3,13,5,79,0,0.9499,95,80,1,3,0.6934,0.9499,3489,21,1
"37315",37315,24,3,13,5,79,0,0.9499,95,80,1,2.23606797749979,1,0.9499,3489,9,1
"37316",37316,24,3,13,5,79,0,0.9499,95,80,1,2,0.8042,0.9499,3489,40,1
"37317",37317,24,3,14,5,79,0,0.9499,97,82,1,0,0.9499,0.9499,2993,18,0
"37318",37318,24,3,14,5,79,0,0.9499,97,82,1,2,0.7474,0.9499,2993,20,1
"37319",37319,24,3,14,5,79,0,0.9499,97,82,1,1.4142135623731,0.8676,0.9499,2993,8,1
"37320",37320,24,3,14,5,79,0,0.9499,97,82,1,2.23606797749979,0.7887,0.9499,2993,41,1
"37321",37321,24,3,0,6,71,1,0.3034,30,26,18,NA,NA,NA,NA,98,0
"37322",37322,24,3,0,6,71,1,0.3034,30,26,18,NA,NA,NA,NA,NA,1
"37323",37323,24,3,0,6,71,1,0.3034,30,26,18,NA,NA,NA,NA,NA,1
"37324",37324,24,3,0,6,71,1,0.3034,30,26,18,NA,NA,NA,NA,NA,1
"37325",37325,24,3,1,6,71,0,0.6852,70,55,18,6.40312423743285,0.3034,0.3034,2731,39,0
"37326",37326,24,3,1,6,71,0,0.6852,70,55,18,5,0.457,0.3034,2731,68,1
"37327",37327,24,3,1,6,71,0,0.6852,70,55,18,7.07106781186548,0.5923,0.3034,2731,117,1
"37328",37328,24,3,1,6,71,0,0.6852,70,55,18,7.21110255092798,0.4697,0.3034,2731,101,1
"37329",37329,24,3,2,6,71,0,0.702,70,55,18,1,0.6852,0.6852,4826,40,0
"37330",37330,24,3,2,6,71,0,0.702,70,55,18,1.4142135623731,0.7854,0.6852,4826,52,1
"37331",37331,24,3,2,6,71,0,0.702,70,55,18,5.3851648071345,0.2361,0.6852,4826,13,1
"37332",37332,24,3,2,6,71,0,0.702,70,55,18,6.70820393249937,0.6841,0.6852,4826,67,1
"37333",37333,24,3,3,6,71,0,0.8844,89,68,18,1.4142135623731,0.702,0.702,3925,52,0
"37334",37334,24,3,3,6,71,0,0.8844,89,68,18,4.12310562561766,0.1317,0.702,3925,9,1
"37335",37335,24,3,3,6,71,0,0.8844,89,68,18,1.4142135623731,0.629,0.702,3925,40,1
"37336",37336,24,3,3,6,71,0,0.8844,89,68,18,6.32455532033676,0.2945,0.702,3925,24,1
"37337",37337,24,3,4,6,71,0,0.9831,100,76,18,1,0.8844,0.8844,3381,63,0
"37338",37338,24,3,4,6,71,0,0.9831,100,76,18,1,0.8878,0.8844,3381,64,1
"37339",37339,24,3,4,6,71,0,0.9831,100,76,18,3,0.4947,0.8844,3381,30,1
"37340",37340,24,3,4,6,71,0,0.9831,100,76,18,2.82842712474619,0.7532,0.8844,3381,83,1
"37341",37341,24,3,5,6,71,0,0.9106,94,72,18,1,0.9831,0.9831,4750,74,0
"37342",37342,24,3,5,6,71,0,0.9106,94,72,18,1,0.8152,0.9831,4750,75,1
"37343",37343,24,3,5,6,71,0,0.9106,94,72,18,1.4142135623731,0.8921,0.9831,4750,64,1
"37344",37344,24,3,5,6,71,0,0.9106,94,72,18,1,0.713,0.9831,4750,85,1
"37345",37345,24,3,6,6,71,0,0.7844,79,61,18,1.4142135623731,0.9106,0.9106,2920,64,0
"37346",37346,24,3,6,6,71,0,0.7844,79,61,18,1,0.7993,0.9106,2920,65,1
"37347",37347,24,3,6,6,71,0,0.7844,79,61,18,1,0.9942,0.9106,2920,75,1
"37348",37348,24,3,6,6,71,0,0.7844,79,61,18,3,0.4761,0.9106,2920,61,1
"37349",37349,24,3,7,6,71,0,1,98,75,18,2,0.7844,0.7844,3746,62,0
"37350",37350,24,3,7,6,71,0,1,98,75,18,3.16227766016838,0.6262,0.7844,3746,76,1
"37351",37351,24,3,7,6,71,0,1,98,75,18,2.23606797749979,0.7371,0.7844,3746,53,1
"37352",37352,24,3,7,6,71,0,1,98,75,18,5.09901951359278,1,0.7844,3746,116,1
"37353",37353,24,3,8,6,71,0,0.9831,100,76,18,1,1,1,3280,63,0
"37354",37354,24,3,8,6,71,0,0.9831,100,76,18,1.4142135623731,0.7514,1,3280,53,1
"37355",37355,24,3,8,6,71,0,0.9831,100,76,18,2.23606797749979,0.974,1,3280,86,1
"37356",37356,24,3,8,6,71,0,0.9831,100,76,18,5.09901951359278,0.9308,1,3280,117,1
"37357",37357,24,3,9,6,71,0,0.9831,99,75,18,0,0.9831,0.9831,3727,63,0
"37358",37358,24,3,9,6,71,0,0.9831,99,75,18,2.23606797749979,0.7978,0.9831,3727,54,1
"37359",37359,24,3,9,6,71,0,0.9831,99,75,18,3.16227766016838,0.9039,0.9831,3727,97,1
"37360",37360,24,3,9,6,71,0,0.9831,99,75,18,5.8309518948453,0.9385,0.9831,3727,115,1
"37361",37361,24,3,10,6,71,0,0.9831,101,77,18,0,0.9831,0.9831,3610,63,0
"37362",37362,24,3,10,6,71,0,0.9831,101,77,18,0,0.9991,0.9831,3610,63,1
"37363",37363,24,3,10,6,71,0,0.9831,101,77,18,4.12310562561766,0.9003,0.9831,3610,108,1
"37364",37364,24,3,10,6,71,0,0.9831,101,77,18,4.47213595499958,0.9661,0.9831,3610,105,1
"37365",37365,24,3,11,6,71,0,0.9831,97,74,18,0,0.9831,0.9831,4154,63,0
"37366",37366,24,3,11,6,71,0,0.9831,97,74,18,1,1,0.9831,4154,62,1
"37367",37367,24,3,11,6,71,0,0.9831,97,74,18,5.09901951359278,0.9434,0.9831,4154,119,1
"37368",37368,24,3,11,6,71,0,0.9831,97,74,18,4.12310562561766,0.8796,0.9831,4154,106,1
"37369",37369,24,3,12,6,71,0,0.9831,98,75,18,0,0.9831,0.9831,3510,63,0
"37370",37370,24,3,12,6,71,0,0.9831,98,75,18,2,0.8179,0.9831,3510,61,1
"37371",37371,24,3,12,6,71,0,0.9831,98,75,18,3,0.8426,0.9831,3510,96,1
"37372",37372,24,3,12,6,71,0,0.9831,98,75,18,5,0.9471,0.9831,3510,104,1
"37373",37373,24,3,13,6,71,0,0.9831,98,75,18,0,0.9831,0.9831,3076,63,0
"37374",37374,24,3,13,6,71,0,0.9831,98,75,18,1,0.9648,0.9831,3076,74,1
"37375",37375,24,3,13,6,71,0,0.9831,98,75,18,1,0.9461,0.9831,3076,74,1
"37376",37376,24,3,13,6,71,0,0.9831,98,75,18,4.24264068711928,0.8738,0.9831,3076,93,1
"37377",37377,24,3,14,6,71,0,0.9831,99,75,18,0,0.9831,0.9831,3330,63,0
"37378",37378,24,3,14,6,71,0,0.9831,99,75,18,1.4142135623731,0.9602,0.9831,3330,73,1
"37379",37379,24,3,14,6,71,0,0.9831,99,75,18,2,0.94,0.9831,3330,85,1
"37380",37380,24,3,14,6,71,0,0.9831,99,75,18,5.65685424949238,0.7907,0.9831,3330,103,1
"37381",37381,24,3,0,7,62,1,0.5149,51,37,10,NA,NA,NA,NA,13,0
"37382",37382,24,3,0,7,62,1,0.5149,51,37,10,NA,NA,NA,NA,NA,1
"37383",37383,24,3,0,7,62,1,0.5149,51,37,10,NA,NA,NA,NA,NA,1
"37384",37384,24,3,0,7,62,1,0.5149,51,37,10,NA,NA,NA,NA,NA,1
"37385",37385,24,3,1,7,62,0,0.414,41,30,10,7.07106781186548,0.5149,0.5149,3255,89,0
"37386",37386,24,3,1,7,62,0,0.414,41,30,10,7.28010988928052,0.3534,0.5149,3255,118,1
"37387",37387,24,3,1,7,62,0,0.414,41,30,10,5.09901951359278,0.3816,0.5149,3255,105,1
"37388",37388,24,3,1,7,62,0,0.414,41,30,10,4.24264068711928,0.4561,0.5149,3255,59,1
"37389",37389,24,3,2,7,62,0,0.8758,88,60,10,10.6301458127346,0.414,0.414,4564,20,0
"37390",37390,24,3,2,7,62,0,0.8758,88,60,10,5.8309518948453,0.3067,0.414,4564,72,1
"37391",37391,24,3,2,7,62,0,0.8758,88,60,10,1.4142135623731,0.7135,0.414,4564,10,1
"37392",37392,24,3,2,7,62,0,0.8758,88,60,10,7.28010988928052,0.0947,0.414,4564,95,1
"37393",37393,24,3,3,7,62,0,0.9354,94,63,10,1,0.8758,0.8758,4767,31,0
"37394",37394,24,3,3,7,62,0,0.9354,94,63,10,2.23606797749979,1,0.8758,4767,10,1
"37395",37395,24,3,3,7,62,0,0.9354,94,63,10,8.06225774829855,0.3084,0.8758,4767,34,1
"37396",37396,24,3,3,7,62,0,0.9354,94,63,10,7.07106781186548,0.3171,0.8758,4767,13,1
"37397",37397,24,3,4,7,62,0,0.9368,95,64,10,1,0.9354,0.9354,3526,42,0
"37398",37398,24,3,4,7,62,0,0.9368,95,64,10,2.23606797749979,0.937,0.9354,3526,21,1
"37399",37399,24,3,4,7,62,0,0.9368,95,64,10,2,0.7865,0.9354,3526,20,1
"37400",37400,24,3,4,7,62,0,0.9368,95,64,10,8.60232526704263,0.521,0.9354,3526,90,1
"37401",37401,24,3,5,7,62,0,0.8316,84,57,10,1,0.9368,0.9368,4130,53,0
"37402",37402,24,3,5,7,62,0,0.8316,84,57,10,4,0.8966,0.9368,4130,9,1
"37403",37403,24,3,5,7,62,0,0.8316,84,57,10,2.23606797749979,0.8412,0.9368,4130,40,1
"37404",37404,24,3,5,7,62,0,0.8316,84,57,10,2.23606797749979,0.7271,0.9368,4130,40,1
"37405",37405,24,3,6,7,62,0,0.9275,94,63,10,1.4142135623731,0.8316,0.8316,4214,41,0
"37406",37406,24,3,6,7,62,0,0.9275,94,63,10,2.23606797749979,0.9414,0.8316,4214,20,1
"37407",37407,24,3,6,7,62,0,0.9275,94,63,10,2.23606797749979,0.5695,0.8316,4214,18,1
"37408",37408,24,3,6,7,62,0,0.9275,94,63,10,2.23606797749979,0.7082,0.8316,4214,20,1
"37409",37409,24,3,7,7,62,0,0.8615,89,60,10,2,0.9275,0.9275,3287,43,0
"37410",37410,24,3,7,7,62,0,0.8615,89,60,10,1,0.786,0.9275,3287,32,1
"37411",37411,24,3,7,7,62,0,0.8615,89,60,10,2.23606797749979,0.7378,0.9275,3287,64,1
"37412",37412,24,3,7,7,62,0,0.8615,89,60,10,2.23606797749979,0.41,0.9275,3287,64,1
"37413",37413,24,3,8,7,62,0,0.9368,94,63,10,1,0.8615,0.8615,3474,42,0
"37414",37414,24,3,8,7,62,0,0.9368,94,63,10,9.48683298050514,0.6988,0.8615,3474,0,1
"37415",37415,24,3,8,7,62,0,0.9368,94,63,10,0,1,0.8615,3474,42,1
"37416",37416,24,3,8,7,62,0,0.9368,94,63,10,3.60555127546399,0.6619,0.8615,3474,17,1
"37417",37417,24,3,9,7,62,0,0.9368,93,63,10,0,0.9368,0.9368,6235,42,0
"37418",37418,24,3,9,7,62,0,0.9368,93,63,10,1,0.7338,0.9368,6235,43,1
"37419",37419,24,3,9,7,62,0,0.9368,93,63,10,1,0.9636,0.9368,6235,43,1
"37420",37420,24,3,9,7,62,0,0.9368,93,63,10,6,0.0904,0.9368,6235,108,1
"37421",37421,24,3,10,7,62,0,0.9368,94,63,10,0,0.9368,0.9368,8283,42,0
"37422",37422,24,3,10,7,62,0,0.9368,94,63,10,3.16227766016838,0.6712,0.9368,8283,8,1
"37423",37423,24,3,10,7,62,0,0.9368,94,63,10,1.4142135623731,0.9204,0.9368,8283,54,1
"37424",37424,24,3,10,7,62,0,0.9368,94,63,10,8.06225774829855,0.426,0.9368,8283,45,1
"37425",37425,24,3,11,7,62,0,0.9368,95,64,10,0,0.9368,0.9368,3091,42,0
"37426",37426,24,3,11,7,62,0,0.9368,95,64,10,1,0.8555,0.9368,3091,31,1
"37427",37427,24,3,11,7,62,0,0.9368,95,64,10,1,0.9304,0.9368,3091,53,1
"37428",37428,24,3,11,7,62,0,0.9368,95,64,10,2.23606797749979,0.7362,0.9368,3091,29,1
"37429",37429,24,3,12,7,62,0,0.9368,94,63,10,0,0.9368,0.9368,3446,42,0
"37430",37430,24,3,12,7,62,0,0.9368,94,63,10,0,0.7337,0.9368,3446,42,1
"37431",37431,24,3,12,7,62,0,0.9368,94,63,10,1.4142135623731,0.869,0.9368,3446,52,1
"37432",37432,24,3,12,7,62,0,0.9368,94,63,10,1.4142135623731,0.5818,0.9368,3446,52,1
"37433",37433,24,3,13,7,62,0,0.9368,94,63,10,0,0.9368,0.9368,5543,42,0
"37434",37434,24,3,13,7,62,0,0.9368,94,63,10,1.4142135623731,0.7258,0.9368,5543,54,1
"37435",37435,24,3,13,7,62,0,0.9368,94,63,10,1.4142135623731,0.904,0.9368,5543,32,1
"37436",37436,24,3,13,7,62,0,0.9368,94,63,10,1,0.7394,0.9368,5543,41,1
"37437",37437,24,3,14,7,62,0,0.9368,92,62,10,0,0.9368,0.9368,5820,42,0
"37438",37438,24,3,14,7,62,0,0.9368,92,62,10,2.23606797749979,0.8801,0.9368,5820,19,1
"37439",37439,24,3,14,7,62,0,0.9368,92,62,10,1,0.9312,0.9368,5820,41,1
"37440",37440,24,3,14,7,62,0,0.9368,92,62,10,1.4142135623731,0.804,0.9368,5820,30,1
"47041",47041,6,4,0,0,72,1,0.05,3,7,10,NA,NA,NA,NA,107,0
"47042",47042,6,4,0,0,72,1,0.05,3,7,10,NA,NA,NA,NA,NA,1
"47043",47043,6,4,0,0,72,1,0.05,3,7,10,NA,NA,NA,NA,NA,1
"47044",47044,6,4,0,0,72,1,0.05,3,7,10,NA,NA,NA,NA,NA,1
"47045",47045,6,4,1,0,72,0,0.4599,46,38,10,6.40312423743285,0.05,0.05,5571,48,0
"47046",47046,6,4,1,0,72,0,0.4599,46,38,10,4.12310562561766,0.3998,0.05,5571,3,1
"47047",47047,6,4,1,0,72,0,0.4599,46,38,10,4,0.4034,0.05,5571,44,1
"47048",47048,6,4,1,0,72,0,0.4599,46,38,10,1.4142135623731,0.4606,0.05,5571,60,1
"47049",47049,6,4,2,0,72,0,0.1497,14,15,10,1.4142135623731,0.4599,0.4599,8811,58,0
"47050",47050,6,4,2,0,72,0,0.1497,14,15,10,4,0.2615,0.4599,8811,62,1
"47051",47051,6,4,2,0,72,0,0.1497,14,15,10,3.16227766016838,0.4034,0.4599,8811,44,1
"47052",47052,6,4,2,0,72,0,0.1497,14,15,10,4.24264068711928,0.7126,0.4599,8811,28,1
"47053",47053,6,4,3,0,72,0,0.6858,69,55,10,2.82842712474619,0.1497,0.1497,6498,38,0
"47054",47054,6,4,3,0,72,0,0.6858,69,55,10,4.24264068711928,0.1631,0.1497,6498,74,1
"47055",47055,6,4,3,0,72,0,0.6858,69,55,10,5.09901951359278,0.4034,0.1497,6498,44,1
"47056",47056,6,4,3,0,72,0,0.6858,69,55,10,2.23606797749979,0.8631,0.1497,6498,29,1
"47057",47057,6,4,4,0,72,0,0.7577,76,60,10,1,0.6858,0.6858,7280,39,0
"47058",47058,6,4,4,0,72,0,0.7577,76,60,10,5.8309518948453,0.1913,0.6858,7280,91,1
"47059",47059,6,4,4,0,72,0,0.7577,76,60,10,2,0.6296,0.6858,7280,37,1
"47060",47060,6,4,4,0,72,0,0.7577,76,60,10,2.23606797749979,0.9246,0.6858,7280,30,1
"47061",47061,6,4,5,0,72,0,0.7271,72,57,10,1,0.7577,0.7577,3943,40,0
"47062",47062,6,4,5,0,72,0,0.7271,72,57,10,6.08276253029822,0.4465,0.7577,3943,23,1
"47063",47063,6,4,5,0,72,0,0.7271,72,57,10,3.16227766016838,0.4031,0.7577,3943,48,1
"47064",47064,6,4,5,0,72,0,0.7271,72,57,10,2.23606797749979,0.83,0.7577,3943,19,1
"47065",47065,6,4,6,0,72,0,0.7642,77,60,10,1.4142135623731,0.7271,0.7271,3316,50,0
"47066",47066,6,4,6,0,72,0,0.7642,77,60,10,6.70820393249937,0.6676,0.7271,3316,11,1
"47067",47067,6,4,6,0,72,0,0.7642,77,60,10,1.4142135623731,0.742,0.7271,3316,38,1
"47068",47068,6,4,6,0,72,0,0.7642,77,60,10,2.23606797749979,0.9275,0.7271,3316,41,1
"47069",47069,6,4,7,0,72,0,0.7071,72,57,10,2,0.7642,0.7642,5342,28,0
"47070",47070,6,4,7,0,72,0,0.7071,72,57,10,6.32455532033676,0.6988,0.7642,5342,0,1
"47071",47071,6,4,7,0,72,0,0.7071,72,57,10,1,0.7863,0.7642,5342,39,1
"47072",47072,6,4,7,0,72,0,0.7071,72,57,10,3,0.9354,0.7642,5342,31,1
"47073",47073,6,4,8,0,72,0,0.6594,66,53,10,2.23606797749979,0.7071,0.7071,3802,51,0
"47074",47074,6,4,8,0,72,0,0.6594,66,53,10,7.21110255092798,0.4513,0.7071,3802,1,1
"47075",47075,6,4,8,0,72,0,0.6594,66,53,10,1,0.6801,0.7071,3802,50,1
"47076",47076,6,4,8,0,72,0,0.6594,66,53,10,2.23606797749979,0.9368,0.7071,3802,42,1
"47077",47077,6,4,9,0,72,0,0.6955,70,55,10,1.4142135623731,0.6594,0.6594,4267,61,0
"47078",47078,6,4,9,0,72,0,0.6955,70,55,10,6.70820393249937,0.6053,0.6594,4267,22,1
"47079",47079,6,4,9,0,72,0,0.6955,70,55,10,3,0.7537,0.6594,4267,28,1
"47080",47080,6,4,9,0,72,0,0.6955,70,55,10,4.12310562561766,0.7147,0.6594,4267,54,1
"47081",47081,6,4,10,0,72,0,0.7229,73,58,10,1.4142135623731,0.6955,0.6955,3527,49,0
"47082",47082,6,4,10,0,72,0,0.7229,73,58,10,5,0.4834,0.6955,3527,12,1
"47083",47083,6,4,10,0,72,0,0.7229,73,58,10,2,0.7886,0.6955,3527,27,1
"47084",47084,6,4,10,0,72,0,0.7229,73,58,10,4,0.8316,0.6955,3527,53,1
"47085",47085,6,4,11,0,72,0,0.702,70,55,10,1,0.7229,0.7229,5659,60,0
"47086",47086,6,4,11,0,72,0,0.702,70,55,10,2.82842712474619,0.217,0.7229,5659,36,1
"47087",47087,6,4,11,0,72,0,0.702,70,55,10,3.60555127546399,0.7467,0.7229,5659,29,1
"47088",47088,6,4,11,0,72,0,0.702,70,55,10,5.3851648071345,0.8615,0.7229,5659,43,1
"47089",47089,6,4,12,0,72,0,0.7362,74,58,10,3.60555127546399,0.702,0.702,4298,29,0
"47090",47090,6,4,12,0,72,0,0.7362,74,58,10,7.61577310586391,0.5072,0.702,4298,55,1
"47091",47091,6,4,12,0,72,0,0.7362,74,58,10,2.23606797749979,0.6519,0.702,4298,16,1
"47092",47092,6,4,12,0,72,0,0.7362,74,58,10,3,0.9417,0.702,4298,32,1
"47093",47093,6,4,13,0,72,0,0.804,80,63,10,1,0.7362,0.7362,3676,30,0
"47094",47094,6,4,13,0,72,0,0.804,80,63,10,8.24621125123532,0.5124,0.7362,3676,44,1
"47095",47095,6,4,13,0,72,0,0.804,80,63,10,2.23606797749979,0.5866,0.7362,3676,17,1
"47096",47096,6,4,13,0,72,0,0.804,80,63,10,2.23606797749979,0.9832,0.7362,3676,21,1
"47097",47097,6,4,14,0,72,0,0.6865,68,54,10,1,0.804,0.804,3734,19,0
"47098",47098,6,4,14,0,72,0,0.6865,68,54,10,1,0.92,0.804,3734,30,1
"47099",47099,6,4,14,0,72,0,0.6865,68,54,10,2,0.9312,0.804,3734,41,1
"47100",47100,6,4,14,0,72,0,0.6865,68,54,10,2.23606797749979,1,0.804,3734,10,1
"47101",47101,6,4,0,1,68,1,0.6419,65,49,18,NA,NA,NA,NA,56,0
"47102",47102,6,4,0,1,68,1,0.6419,65,49,18,NA,NA,NA,NA,NA,1
"47103",47103,6,4,0,1,68,1,0.6419,65,49,18,NA,NA,NA,NA,NA,1
"47104",47104,6,4,0,1,68,1,0.6419,65,49,18,NA,NA,NA,NA,NA,1
"47105",47105,6,4,1,1,68,0,0.3732,36,29,18,2.23606797749979,0.6419,0.6419,3992,35,0
"47106",47106,6,4,1,1,68,0,0.3732,36,29,18,6.70820393249937,0.158,0.6419,3992,8,1
"47107",47107,6,4,1,1,68,0,0.3732,36,29,18,9.21954445729289,0.7607,0.6419,3992,118,1
"47108",47108,6,4,1,1,68,0,0.3732,36,29,18,3.16227766016838,0.0792,0.6419,3992,3,1
"47109",47109,6,4,2,1,68,0,0.5202,51,40,18,4.47213595499958,0.3732,0.3732,4827,77,0
"47110",47110,6,4,2,1,68,0,0.5202,51,40,18,1.4142135623731,0.5775,0.3732,4827,89,1
"47111",47111,6,4,2,1,68,0,0.5202,51,40,18,8.24621125123532,0.7854,0.3732,4827,107,1
"47112",47112,6,4,2,1,68,0,0.5202,51,40,18,6.08276253029822,0.8792,0.3732,4827,94,1
"47113",47113,6,4,3,1,68,0,0.3489,35,29,18,3.60555127546399,0.5202,0.5202,4946,58,0
"47114",47114,6,4,3,1,68,0,0.3489,35,29,18,5.8309518948453,0.6941,0.5202,4946,96,1
"47115",47115,6,4,3,1,68,0,0.3489,35,29,18,5.8309518948453,0.8426,0.5202,4946,96,1
"47116",47116,6,4,3,1,68,0,0.3489,35,29,18,2.82842712474619,0.6587,0.5202,4946,82,1
"47117",47117,6,4,4,1,68,0,0.8796,86,63,18,5.65685424949238,0.3489,0.3489,5611,106,0
"47118",47118,6,4,4,1,68,0,0.8796,86,63,18,2.23606797749979,0.6758,0.3489,5611,97,1
"47119",47119,6,4,4,1,68,0,0.8796,86,63,18,2.23606797749979,0.94,0.3489,5611,85,1
"47120",47120,6,4,4,1,68,0,0.8796,86,63,18,0,0.6715,0.3489,5611,106,1
"47121",47121,6,4,5,1,68,0,0.8289,83,61,18,1,0.8796,0.8796,2716,95,0
"47122",47122,6,4,5,1,68,0,0.8289,83,61,18,1.4142135623731,0.6665,0.8796,2716,107,1
"47123",47123,6,4,5,1,68,0,0.8289,83,61,18,2.23606797749979,0.9461,0.8796,2716,74,1
"47124",47124,6,4,5,1,68,0,0.8289,83,61,18,2,0.8295,0.8796,2716,93,1
"47125",47125,6,4,6,1,68,0,0.7563,75,56,18,1,0.8289,0.8289,3313,96,0
"47126",47126,6,4,6,1,68,0,0.7563,75,56,18,1.4142135623731,0.7104,0.8289,3313,108,1
"47127",47127,6,4,6,1,68,0,0.7563,75,56,18,3,0.8234,0.8289,3313,63,1
"47128",47128,6,4,6,1,68,0,0.7563,75,56,18,2.23606797749979,0.8247,0.8289,3313,83,1
"47129",47129,6,4,7,1,68,0,0.8916,91,67,18,2,0.7563,0.7563,3709,94,0
"47130",47130,6,4,7,1,68,0,0.8916,91,67,18,4.47213595499958,0.6797,0.7563,3709,120,1
"47131",47131,6,4,7,1,68,0,0.8916,91,67,18,2.23606797749979,0.9401,0.7563,3709,73,1
"47132",47132,6,4,7,1,68,0,0.8916,91,67,18,1,0.7902,0.7563,3709,95,1
"47133",47133,6,4,8,1,68,0,0.8738,88,65,18,1,0.8916,0.8916,3359,93,0
"47134",47134,6,4,8,1,68,0,0.8738,88,65,18,3.60555127546399,0.6144,0.8916,3359,118,1
"47135",47135,6,4,8,1,68,0,0.8738,88,65,18,4.47213595499958,0.9942,0.8916,3359,75,1
"47136",47136,6,4,8,1,68,0,0.8738,88,65,18,3.60555127546399,1,0.8916,3359,62,1
"47137",47137,6,4,9,1,68,0,0.9661,97,71,18,1.4142135623731,0.8738,0.8738,3186,105,0
"47138",47138,6,4,9,1,68,0,0.9661,97,71,18,3.16227766016838,0.6524,0.8738,3186,119,1
"47139",47139,6,4,9,1,68,0,0.9661,97,71,18,3.60555127546399,0.974,0.8738,3186,86,1
"47140",47140,6,4,9,1,68,0,0.9661,97,71,18,4.47213595499958,0.9831,0.8738,3186,63,1
"47141",47141,6,4,10,1,68,0,1,101,74,18,1,0.9661,0.9661,4029,116,0
"47142",47142,6,4,10,1,68,0,1,101,74,18,1,0.7728,0.9661,4029,105,1
"47143",47143,6,4,10,1,68,0,1,101,74,18,5.65685424949238,1,0.9661,4029,76,1
"47144",47144,6,4,10,1,68,0,1,101,74,18,4.12310562561766,0.9481,0.9661,4029,73,1
